Event_date,Site,Latitude,Longitude,Measurement_type,Measurement
2021-10-06T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-06-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-11-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2022-01-19T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2019-12-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-08-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-04-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-12-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-07-23T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-12-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-06-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-03-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-06-05T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-09-30T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-02-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-11-04T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-09-11T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-10-24T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-07-27T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2020-07-12T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-06-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-01-04T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-17T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2019-12-03T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-02-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-11-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-12-29T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-05-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,4
2021-12-18T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-07-17T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-25T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-04-23T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2020-11-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-08-06T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-09-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-02-27T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-10-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2019-12-08T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,5
2020-11-16T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-12-13T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-10-03T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-11-10T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2020-05-27T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
2021-09-14T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,3
2021-04-09T07:00:00Z,Beeline_trib,33.9131,-111.49711,Sensor_sum,2
