"","SampleID","Site","Type","Bottle_number","Analyte","dilution","Peak_Concentration","Concentration_Units","Rep","Event_Date","Date","time","Stage","Notes","Lab","missing","Sample_ID_NOTES","cations_now"
"1897","212","CC","ISCO","12.0","SRP",1,396,"ug P/L","8.0",2021-08-12,2021-08-12,1899-12-31 11:40:00,"flood",NA,"GEL",NA,NA,NA
"1898","223","CC","ISCO","24.0","SRP",1,NA,NA,"7.0",2021-08-12,2021-08-12,1899-12-31 22:56:00,"flood",NA,"GEL",NA,NA,NA
"1899","223","CC","ISCO","24.0","SRP",1,NA,NA,"8.0",2021-08-12,2021-08-12,1899-12-31 22:56:00,"flood",NA,"GEL",NA,NA,NA
"1900","224","SS","GRAB",NA,"SRP",1,184,"ug P/L","7.0",2021-08-17,2021-08-18,1899-12-31 11:30:00,"flood",NA,"GEL",NA,NA,NA
"1901","224","SS","GRAB",NA,"SRP",1,200,"ug P/L","8.0",2021-08-17,2021-08-18,1899-12-31 11:30:00,"flood",NA,"GEL",NA,NA,NA
"1902","225","NS","GRAB",NA,"SRP",1,39.3,"ug P/L","7.0",2021-08-14,2021-08-14,1899-12-31 09:00:00,"flood",NA,"GEL","bottle",NA,NA
"1903","225","NS","GRAB",NA,"SRP",1,55.2,"ug P/L","8.0",2021-08-14,2021-08-14,1899-12-31 09:00:00,"flood",NA,"GEL","bottle",NA,NA
"1904","226","SS","GRAB",NA,"SRP",1,384,"ug P/L","7.0",2021-07-31,2021-07-31,1899-12-31 09:45:00,"flood",NA,"GEL",NA,NA,NA
"1905","226","SS","GRAB",NA,"SRP",1,371,"ug P/L","8.0",2021-07-31,2021-07-31,1899-12-31 09:45:00,"flood",NA,"GEL",NA,NA,NA
"1906","227","BMW","ISCO","1.0","SRP",1,37.8,"ug P/L","7.0",2021-07-31,2021-07-31,1899-12-31 01:42:00,"flood",NA,"GEL",NA,NA,NA
"1907","227","BMW","ISCO","1.0","SRP",1,52.6,"ug P/L","8.0",2021-07-31,2021-07-31,1899-12-31 01:42:00,"flood",NA,"GEL",NA,NA,NA
"1908","235","BMW","ISCO","9.0","SRP",1,231,"ug P/L","7.0",2021-07-31,2021-07-31,1899-12-31 03:42:00,"flood",NA,"GEL",NA,NA,NA
"1909","235","BMW","ISCO","9.0","SRP",1,237,"ug P/L","8.0",2021-07-31,2021-07-31,1899-12-31 03:42:00,"flood",NA,"GEL",NA,NA,NA
"1910","243.761125541126","BMW","ISCO","19.0","SRP",1,120,"ug P/L","7.0",2021-07-31,2021-07-31,1899-12-31 10:42:00,"flood",NA,"GEL",NA,NA,NA
"1911","244.279567099568","BMW","ISCO","19.0","SRP",1,149,"ug P/L","8.0",2021-07-31,2021-07-31,1899-12-31 10:42:00,"flood",NA,"GEL",NA,NA,NA
"1912","244.798008658009","BMW","GRAB",NA,"SRP",1,NA,NA,"7.0",2021-07-25,2021-07-26,1899-12-31 12:00:00,"flood",NA,"GEL","missing",NA,NA
"1913","245.316450216451","BMW","GRAB",NA,"SRP",1,NA,NA,"8.0",2021-07-25,2021-07-26,1899-12-31 12:00:00,"flood",NA,"GEL","missing",NA,NA
"1914","245.834891774893","CC","ISCO","1.0","SRP",1,552,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"1915","246","CC","ISCO","1.0","SRP",10,44.6,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"1916","246","CC","ISCO","1.0","SRP",10,45.7,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"1917","246.353333333334","CC","ISCO","1.0","SRP",1,570,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"1918","257","CC","ISCO","12.0","SRP",1,436,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 19:05:00,"flood",NA,"GEL",NA,NA,NA
"1919","257","CC","ISCO","12.0","SRP",1,368,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 19:05:00,"flood",NA,"GEL",NA,NA,NA
"1920","267.638834162813","CC","ISCO","23.0","SRP",1,317,"ug P/L","7.0",2021-07-25,2021-07-26,1899-12-31 05:20:00,"flood",NA,"GEL",NA,NA,NA
"1921","268.160800006871","CC","ISCO","23.0","SRP",1,308,"ug P/L","8.0",2021-07-25,2021-07-26,1899-12-31 05:20:00,"flood",NA,"GEL",NA,NA,NA
"1922","268.682765850929","CC","ISCO","24.0","SRP",1,300,"ug P/L","7.0",2021-07-25,2021-07-26,1899-12-31 06:20:00,"flood",NA,"GEL",NA,NA,NA
"1923","269.204731694986","CC","ISCO","24.0","SRP",1,335,"ug P/L","8.0",2021-07-25,2021-07-26,1899-12-31 06:20:00,"flood",NA,"GEL",NA,NA,NA
"1924","269.726697539044","SS","ISCO","1.0","SRP",1,400,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:35:00,"flood",NA,"GEL",NA,NA,NA
"1925","269.726697539044","SS","ISCO","1.0","SRP",1,439,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:35:00,"flood",NA,"GEL",NA,NA,NA
"1926","273.902424291509","SS","ISCO","5.0","SRP",1,635,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
"1927","274","SS","ISCO","5.0","SRP",10,47.8,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
"1928","274","SS","ISCO","5.0","SRP",10,47.9,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
"1929","274.424390135567","SS","ISCO","5.0","SRP",1,636,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
"1930","279","SS","ISCO","10.0","SRP",1,605,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"1931","279","SS","ISCO","10.0","SRP",1,606,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"1932","279","SS","ISCO","10.0","SRP",10,46.3,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"1933","279","SS","ISCO","10.0","SRP",10,46.8,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 18:50:00,"flood",NA,"GEL",NA,NA,NA
"1934","280","RC","ISCO","1.0","SRP",1,246,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 13:25:00,"flood",NA,"GEL",NA,NA,NA
"1935","291","RC","ISCO","12.0","SRP",1,685,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:09:00,"flood",NA,"GEL",NA,NA,NA
"1936","291","RC","ISCO","12.0","SRP",1,444,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:09:00,"flood",NA,"GEL",NA,NA,NA
"1937","291","RC","ISCO","12.0","SRP",10,50.6,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:09:00,"flood",NA,"GEL",NA,NA,NA
"1938","303","RC","ISCO","24.0","SRP",1,695,"ug P/L","7.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"1939","303","RC","ISCO","24.0","SRP",1,832,"ug P/L","8.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"1940","303","RC","ISCO","24.0","SRP",10,50.3,"ug P/L","7.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"1941","303","RC","ISCO","24.0","SRP",10,56,"ug P/L","8.0",2021-07-25,2021-07-26,1899-12-31 04:09:00,"flood",NA,"GEL",NA,NA,NA
"1942","304","MW","ISCO","1.0","SRP",1,NA,NA,"7.0",2021-07-25,2021-07-25,1899-12-31 15:21:00,"flood",NA,"GEL","missing",NA,NA
"1943","304","MW","ISCO","1.0","SRP",1,NA,NA,"8.0",2021-07-25,2021-07-25,1899-12-31 15:21:00,"flood",NA,"GEL","missing",NA,NA
"1944","316","MW","ISCO","13.0","SRP",1,566,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"1945","316","MW","ISCO","13.0","SRP",1,534,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"1946","316","MW","ISCO","13.0","SRP",10,44.5,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"1947","316","MW","ISCO","13.0","SRP",10,42.8,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 18:13:00,"flood",NA,"GEL",NA,NA,NA
"1948","320","MW","ISCO","24.0","SRP",1,NA,NA,"7.0",2021-07-25,2021-07-26,1899-12-31 05:13:00,"flood",NA,"GEL","missing",NA,NA
"1949","320","MW","ISCO","24.0","SRP",1,NA,NA,"8.0",2021-07-25,2021-07-26,1899-12-31 05:13:00,"flood",NA,"GEL","missing",NA,NA
"1950","321","CC","ISCO","20.0","SRP",1,NA,NA,"7.0",2021-08-18,2021-08-19,1900-01-01 00:07:00,"flood",NA,"GEL","missing",NA,NA
"1951","321","CC","ISCO","20.0","SRP",1,NA,NA,"8.0",2021-08-18,2021-08-19,1900-01-01 00:07:00,"flood",NA,"GEL","missing",NA,NA
"1952","322","CC","ISCO","3.0","SRP",1,NA,NA,"7.0",2021-08-18,2021-08-18,1899-12-31 14:37:00,"flood",NA,"GEL","missing",NA,NA
"1953","322","CC","ISCO","3.0","SRP",1,NA,NA,"8.0",2021-08-18,2021-08-18,1899-12-31 14:37:00,"flood",NA,"GEL","missing",NA,NA
"1954","323","RC","ISCO","1.0","SRP",1,NA,NA,"7.0",2021-07-22,2021-07-22,1899-12-31 22:10:00,"flood",NA,"GEL","missing",NA,NA
"1955","323","RC","ISCO","1.0","SRP",1,NA,NA,"8.0",2021-07-22,2021-07-22,1899-12-31 22:10:00,"flood",NA,"GEL","missing",NA,NA
"1956","328","RC","ISCO","6.0","SRP",1,NA,NA,"7.0",2021-07-22,2021-07-23,1900-01-01 00:54:00,"flood",NA,"GEL","missing",NA,NA
"1957","328","RC","ISCO","6.0","SRP",1,NA,NA,"8.0",2021-07-22,2021-07-23,1900-01-01 00:54:00,"flood",NA,"GEL","missing",NA,NA
"1958","334","RC","ISCO","12.0","SRP",1,NA,NA,"7.0",2021-07-23,2021-07-24,1899-12-31 08:09:00,"flood",NA,"GEL","missing",NA,NA
"1959","334","RC","ISCO","12.0","SRP",1,NA,NA,"8.0",2021-07-23,2021-07-24,1899-12-31 08:09:00,"flood",NA,"GEL","missing",NA,NA
"1960","335","RC","GRAB",NA,"SRP",1,NA,NA,"7.0",2021-07-23,2021-07-24,1899-12-31 09:15:00,"flood",NA,"GEL","missing",NA,NA
"1961","335","RC","GRAB",NA,"SRP",1,NA,NA,"8.0",2021-07-23,2021-07-24,1899-12-31 09:15:00,"flood",NA,"GEL","missing",NA,NA
"1962","336","RC","GRAB",NA,"SRP",1,NA,NA,"7.0",2021-07-25,2021-07-25,1899-12-31 17:56:00,"flood",NA,"GEL","missing",NA,NA
"1963","336","RC","GRAB",NA,"SRP",1,NA,NA,"8.0",2021-07-25,2021-07-25,1899-12-31 17:56:00,"flood",NA,"GEL","missing",NA,NA
"1964","337","RV","GRAB",NA,"SRP",1,1060,"ug P/L","7.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"1965","337","RV","GRAB",NA,"SRP",1,818,"ug P/L","8.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"1966","337","RV","GRAB",NA,"SRP",10,63.6,"ug P/L","7.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"1967","337","RV","GRAB",NA,"SRP",10,56.2,"ug P/L","8.0",2021-07-14,2021-07-14,1899-12-31 08:36:00,"flood",NA,"GEL",NA,NA,NA
"1968","338","RV","GRAB",NA,"SRP",1,979,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"1969","338","RV","GRAB",NA,"SRP",1,725,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"1970","338","RV","GRAB",NA,"SRP",10,60.2,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"1971","338","RV","GRAB",NA,"SRP",10,51.3,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 15:30:00,"flood",NA,"GEL",NA,NA,NA
"1972","339","RV","GRAB",NA,"SRP",1,278,"ug P/L","7.0",2021-07-23,2021-07-24,1899-12-31 10:00:00,"flood",NA,"GEL",NA,NA,NA
"1973","339","RV","GRAB",NA,"SRP",1,283,"ug P/L","8.0",2021-07-23,2021-07-24,1899-12-31 10:00:00,"flood",NA,"GEL",NA,NA,NA
"1974","340","RV","GRAB",NA,"SRP",1,565,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"1975","340","RV","GRAB",NA,"SRP",1,712,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"1976","340","RV","GRAB",NA,"SRP",10,45,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"1977","340","RV","GRAB",NA,"SRP",10,51.5,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 15:20:00,"flood",NA,"GEL",NA,NA,NA
"1978","341","BMW","GRAB",NA,"SRP",1,289,"ug P/L","7.0",2021-07-23,2021-07-24,1899-12-31 12:05:00,"flood",NA,"GEL",NA,NA,NA
"1979","341","BMW","GRAB",NA,"SRP",1,289,"ug P/L","8.0",2021-07-23,2021-07-24,1899-12-31 12:05:00,"flood",NA,"GEL",NA,NA,NA
"1980","342","CC","GRAB",NA,"SRP",1,393,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 16:30:00,"flood",NA,"GEL",NA,NA,NA
"1981","342","CC","GRAB",NA,"SRP",1,488,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:30:00,"flood",NA,"GEL",NA,NA,NA
"1982","342","CC","GRAB",NA,"SRP",10,40.6,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 16:30:00,"flood",NA,"GEL",NA,NA,NA
"1983","343","MW","ISCO","1.0","SRP",1,463,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL",NA,NA,NA
"1984","343","MW","ISCO","1.0","SRP",1,511,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL",NA,NA,NA
"1985","343","MW","ISCO","1.0","SRP",10,38.6,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL",NA,NA,NA
"1986","343","MW","ISCO","1.0","SRP",10,41.6,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 02:06:00,"flood",NA,"GEL",NA,NA,NA
"1987","344","MW","GRAB",NA,"SRP",1,536,"ug P/L","7.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"1988","344","MW","GRAB",NA,"SRP",1,515,"ug P/L","8.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"1989","344","MW","GRAB",NA,"SRP",10,43.2,"ug P/L","7.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"1990","344","MW","GRAB",NA,"SRP",10,42.5,"ug P/L","8.0",2021-07-23,2021-07-24,1899-12-31 13:30:00,"flood",NA,"GEL",NA,NA,NA
"1991","345","MW","GRAB",NA,"SRP",1,482,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:30:00,"flood",NA,"GEL",NA,NA,NA
"1992","345","MW","GRAB",NA,"SRP",1,415,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:30:00,"flood",NA,"GEL",NA,NA,NA
"1993","345","MW","GRAB",NA,"SRP",10,40.3,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:30:00,"flood",NA,"GEL",NA,NA,NA
"1994","346","SS","GRAB",NA,"SRP",1,549,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"1995","346","SS","GRAB",NA,"SRP",1,578,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"1996","346","SS","GRAB",NA,"SRP",10,44.4,"ug P/L","7.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"1997","346","SS","GRAB",NA,"SRP",10,45.3,"ug P/L","8.0",2021-07-25,2021-07-25,1899-12-31 17:08:00,"flood",NA,"GEL",NA,NA,NA
"1998","347","SS","GRAB",NA,"SRP",1,321,"ug P/L","7.0",2021-07-23,2021-07-24,1899-12-31 10:56:00,"flood",NA,"GEL",NA,NA,NA
"1999","347","SS","GRAB",NA,"SRP",1,326,"ug P/L","8.0",2021-07-23,2021-07-24,1899-12-31 10:56:00,"flood",NA,"GEL",NA,NA,NA
"2000","348","SS","ISCO","1.0","SRP",1,795,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"2001","348","SS","ISCO","1.0","SRP",1,682,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"2002","348","SS","ISCO","1.0","SRP",10,54.1,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"2003","348","SS","ISCO","1.0","SRP",10,49.3,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 18:56:00,"flood",NA,"GEL",NA,NA,NA
"2004","349","SS","ISCO","2.0","SRP",1,499,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"2005","349","SS","ISCO","2.0","SRP",1,511,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"2006","349","SS","ISCO","2.0","SRP",10,41.4,"ug P/L","7.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"2007","349","SS","ISCO","2.0","SRP",10,41.4,"ug P/L","8.0",2021-07-22,2021-07-23,1899-12-31 22:05:00,"flood",NA,"GEL",NA,NA,NA
"2008","350","BMW","GRAB",NA,"SRP",1,2690,"ug P/L","7.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"2009","350","BMW","GRAB",NA,"SRP",1,2510,"ug P/L","8.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"2010","350","BMW","GRAB",NA,"SRP",10,93.7,"ug P/L","7.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"2011","350","BMW","GRAB",NA,"SRP",10,92.8,"ug P/L","8.0",NA,2021-06-02,NA,"baseflow",NA,"GEL",NA,NA,NA
"2012","351","BMW","GRAB",NA,"SRP",1,NA,NA,"7.0",NA,2021-04-14,NA,"baseflow","same as sample 147","GEL",NA,"duplicate sample id",NA
"2013","351","BMW","GRAB",NA,"SRP",1,NA,NA,"8.0",NA,2021-04-14,NA,"baseflow","same as sample 147","GEL",NA,"duplicate sample id",NA
"2014","352","BMW","GRAB",NA,"SRP",1,NA,NA,"7.0",NA,2021-03-03,1899-12-31 10:20:00,"baseflow","same as sample 146","GEL",NA,"duplicate sample id",NA
"2015","352","BMW","GRAB",NA,"SRP",1,NA,NA,"8.0",NA,2021-03-03,1899-12-31 10:20:00,"baseflow","same as sample 146","GEL",NA,"duplicate sample id",NA
"2016","353","BMW","GRAB",NA,"SRP",1,NA,NA,"7.0",NA,2021-01-27,NA,"baseflow","same as sample 145","GEL",NA,"duplicate sample id",NA
"2017","353","BMW","GRAB",NA,"SRP",1,NA,NA,"8.0",NA,2021-01-27,NA,"baseflow","same as sample 145","GEL",NA,"duplicate sample id",NA
"2018","354","SS","GRAB",NA,"SRP",1,14.4,"ug P/L","7.0",NA,2021-10-12,1899-12-31 14:30:00,"baseflow","groundwater","GEL","bottle",NA,NA
"2019","357","CC","ISCO","2.0","SRP",1,321,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 21:35:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2020","358","CC","ISCO","3.0","SRP",1,250,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 21:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2021","359","CC","ISCO","4.0","SRP",1,629,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 22:35:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2022","359","CC","ISCO","4.0","SRP",10,54.2,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 22:35:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2023","360","CC","ISCO","5.0","SRP",1,578,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 22:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2024","360","CC","ISCO","5.0","SRP",10,50.4,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 22:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2025","361","CC","ISCO","6.0","SRP",1,528,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:05:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2026","361","CC","ISCO","6.0","SRP",10,46.2,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:05:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2027","362","CC","ISCO","7.0","SRP",1,388,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:20:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2028","363","CC","ISCO","8.0","SRP",1,534,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:35:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2029","363","CC","ISCO","8.0","SRP",10,47.2,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:35:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2030","364","CC","ISCO","9.0","SRP",1,485,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2031","364","CC","ISCO","9.0","SRP",10,42.6,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 23:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2032","365","CC","ISCO","13.0","SRP",1,487,"ug P/L","5.0",2021-08-13,2021-08-13,1900-01-01 00:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2033","365","CC","ISCO","13.0","SRP",10,43.5,"ug P/L","5.0",2021-08-13,2021-08-13,1900-01-01 00:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2034","366","CC","ISCO","14.0","SRP",1,478,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 01:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2035","366","CC","ISCO","14.0","SRP",10,45.7,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 01:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2036","367","CC","ISCO","17.0","SRP",1,357,"ug P/L","5.0",2021-08-13,2021-08-13,1899-12-31 04:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2037","368","CC","ISCO","21.0","SRP",1,207,"ug P/L","5.0",2021-08-13,2021-08-14,1899-12-31 08:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2038","369","CC","ISCO","22.0","SRP",1,318,"ug P/L","5.0",2021-08-13,2021-08-14,1899-12-31 09:50:00,"flood","accidentally defrosted  11/12/2021","GEL",NA,NA,NA
"2039","370","SS","ISCO","2.0","SRP",1,553,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:00:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2040","370","SS","ISCO","2.0","SRP",10,47.7,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:00:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2041","371","SS","ISCO","3.0","SRP",1,551,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:15:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2042","371","SS","ISCO","3.0","SRP",10,47.7,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:15:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2043","372","SS","ISCO","4.0","SRP",1,503,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:30:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2044","372","SS","ISCO","4.0","SRP",10,43.8,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:30:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2045","373","SS","ISCO","5.0","SRP",1,457,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:45:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2046","373","SS","ISCO","5.0","SRP",10,40.4,"ug P/L","5.0",2021-08-12,2021-08-13,1899-12-31 23:45:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2047","374","SS","ISCO","6.0","SRP",1,475,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2048","374","SS","ISCO","6.0","SRP",10,41.6,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2049","375","SS","ISCO","7.0","SRP",1,500,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:15:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2050","375","SS","ISCO","7.0","SRP",10,44.1,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:15:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2051","376","SS","ISCO","8.0","SRP",1,561,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:30:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2052","376","SS","ISCO","8.0","SRP",10,47.6,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:30:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
"2053","377","SS","ISCO","9.0","SRP",1,562,"ug P/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:45:00,"flood","accidentally defrosted  11/12/2021","GEL","bottle",NA,NA
