"","SampleID","Site","Type","Bottle_number","Analyte","dilution","Peak_Concentration","Concentration_Units","Rep","Event_Date","Date","time","Stage","Notes","Lab","missing","Sample_ID_NOTES","cations_now"
"1","100","BMW","GRAB",NA,"Chloride",1,29.2,"mg/L","1.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"2","101","BMW","GRAB",NA,"Chloride",1,30,"mg/L","1.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"3","102","BMW","GRAB",NA,"Chloride",1,29.2,"mg/L","1.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"4","103","SS","GRAB",NA,"Chloride",1,9.56,"mg/L","1.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"5","104","SS","GRAB",NA,"Chloride",1,9.16,"mg/L","1.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"6","105","SS","GRAB",NA,"Chloride",1,9.38,"mg/L","1.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"7","106","UPSS","GRAB",NA,"Chloride",1,7.93,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"8","107","UPSS","GRAB",NA,"Chloride",1,10.9,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"9","108","UPSS","GRAB",NA,"Chloride",1,11.5,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"10","110","SS","GRAB",NA,"Chloride",1,9.04,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,"duplicate sample id",NA
"11","111","SS","GRAB",NA,"Chloride",1,9.76,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,"duplicate sample id",NA
"12","112","SS","GRAB",NA,"Chloride",1,10.1,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"13","114","RV","GRAB",NA,"Chloride",1,8.16,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"14","115","RV","GRAB",NA,"Chloride",1,10.2,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"15","116","RV","GRAB",NA,"Chloride",1,8.45,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"16","148","BMW","GRAB",NA,"Chloride",1,18.3,"mg/L","1.0",NA,2020-12-28,NA,"baseflow","at SUNA","GEL",NA,NA,NA
"17","1","RC","ISCO","1.0","DOC",1,8.378,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 01:59:00,"flood",NA,"GEL",NA,NA,NA
"18","1","RC","ISCO","1.0","DOC",1,8.162,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 01:59:00,"flood",NA,"GEL",NA,NA,NA
"19","9","RC","ISCO","9.0","DOC",1,6.051,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 03:59:00,"flood",NA,"GEL",NA,NA,NA
"20","9","RC","ISCO","9.0","DOC",1,5.13,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 03:59:00,"flood",NA,"GEL",NA,NA,NA
"21","18","RC","ISCO","18.0","DOC",1,7.419,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 10:14:00,"flood",NA,"GEL",NA,NA,NA
"22","18","RC","ISCO","18.0","DOC",1,6.357,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 10:14:00,"flood",NA,"GEL",NA,NA,NA
"23","19","CC","ISCO","2.0","DOC",1,6.264,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 02:48:00,"flood",NA,"GEL",NA,NA,NA
"24","19","CC","ISCO","2.0","DOC",1,5.626,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 02:48:00,"flood",NA,"GEL",NA,NA,NA
"25","25","CC","ISCO","8.0","DOC",1,4.667,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 04:18:00,"flood",NA,"GEL",NA,NA,NA
"26","25","CC","ISCO","8.0","DOC",1,5.346,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 04:18:00,"flood",NA,"GEL",NA,NA,NA
"27","33","CC","ISCO","16.0","DOC",1,4.576,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 08:48:00,"flood",NA,"GEL",NA,NA,NA
"28","33","CC","ISCO","16.0","DOC",1,4.656,"mg/L","6.0",2021-09-01,2021-09-01,1899-12-31 08:48:00,"flood",NA,"GEL",NA,NA,NA
"29","35","MW","GRAB",NA,"DOC",1,6.47,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 11:26:00,"flood",NA,"GEL",NA,NA,NA
"30","35","MW","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-09-01,2021-09-01,1899-12-31 11:26:00,"flood",NA,"GEL","missing check lability",NA,NA
"31","37","RV","GRAB",NA,"DOC",1,7.375,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 08:59:00,"flood",NA,"GEL",NA,NA,NA
"32","37","RV","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-09-01,2021-09-01,1899-12-31 08:59:00,"flood",NA,"GEL","missing check lability",NA,NA
"33","38","RC","GRAB",NA,"DOC",1,8.098,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 07:38:00,"flood",NA,"GEL",NA,NA,NA
"34","38","RC","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-09-01,2021-09-01,1899-12-31 07:38:00,"flood",NA,"GEL","missing check lability",NA,NA
"35","39","CC","GRAB",NA,"DOC",1,7.022,"mg/L","5.0",2021-09-01,2021-09-01,1899-12-31 10:20:00,"flood",NA,"GEL",NA,NA,NA
"36","39","CC","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-09-01,2021-09-01,1899-12-31 10:20:00,"flood",NA,"GEL","missing",NA,NA
"37","40","CC","ISCO","5.0","DOC",1,9.635,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 15:07:00,"flood",NA,"GEL",NA,NA,NA
"38","40","CC","ISCO","5.0","DOC",1,12.96,"mg/L","6.0",2021-08-18,2021-08-18,1899-12-31 15:07:00,"flood",NA,"GEL",NA,NA,NA
"39","45","CC","ISCO","10.0","DOC",1,4.426,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 16:22:00,"flood",NA,"GEL",NA,NA,NA
"40","45","CC","ISCO","10.0","DOC",1,4.431,"mg/L","6.0",2021-08-18,2021-08-18,1899-12-31 16:22:00,"flood",NA,"GEL",NA,NA,NA
"41","49","CC","ISCO","24.0","DOC",1,6.125,"mg/L","5.0",2021-08-18,2021-08-19,1899-12-31 04:07:00,"flood",NA,"GEL",NA,NA,NA
"42","49","CC","ISCO","24.0","DOC",1,7.364,"mg/L","6.0",2021-08-18,2021-08-19,1899-12-31 04:07:00,"flood",NA,"GEL",NA,NA,NA
"43","50","IS","ISCO","3.0","DOC",1,5.492,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 18:47:00,"flood",NA,"GEL",NA,NA,NA
"44","50","IS","ISCO","3.0","DOC",1,6.851,"mg/L","6.0",2021-08-14,2021-08-14,1899-12-31 18:47:00,"flood",NA,"GEL",NA,NA,NA
"45","57","IS","ISCO","10.0","DOC",1,5.371,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 20:31:00,"flood",NA,"GEL",NA,NA,NA
"46","57","IS","ISCO","10.0","DOC",1,6.972,"mg/L","6.0",2021-08-14,2021-08-14,1899-12-31 20:31:00,"flood",NA,"GEL",NA,NA,NA
"47","65","IS","ISCO","23.0","DOC",1,6.587,"mg/L","5.0",2021-08-14,2021-08-15,1899-12-31 07:46:00,"flood",NA,"GEL",NA,NA,NA
"48","65","IS","ISCO","23.0","DOC",1,5.85,"mg/L","6.0",2021-08-14,2021-08-15,1899-12-31 07:46:00,"flood",NA,"GEL",NA,NA,NA
"49","66","IS","GRAB",NA,"DOC",1,6.531,"mg/L","5.0",2021-08-18,2021-08-19,1899-12-31 08:45:00,"flood",NA,"GEL",NA,NA,NA
"50","66","IS","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-08-18,2021-08-19,1899-12-31 08:45:00,"flood",NA,"GEL","missing check lability",NA,NA
"51","68","MW","GRAB",NA,"DOC",1,7.421,"mg/L","5.0",2021-08-18,2021-08-19,1899-12-31 12:44:00,"flood",NA,"GEL",NA,NA,NA
"52","68","MW","GRAB",NA,"DOC",1,6.709,"mg/L","6.0",2021-08-18,2021-08-19,1899-12-31 12:44:00,"flood",NA,"GEL",NA,NA,NA
"53","69","RC","ISCO","1.0","DOC",1,6.406,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 15:06:00,"flood",NA,"GEL",NA,NA,NA
"54","69","RC","ISCO","1.0","DOC",1,5.91,"mg/L","6.0",2021-08-18,2021-08-18,1899-12-31 15:06:00,"flood",NA,"GEL",NA,NA,NA
"55","77","RC","ISCO","9.0","DOC",1,5.515,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 17:06:00,"flood",NA,"GEL",NA,NA,NA
"56","77","RC","ISCO","9.0","DOC",1,6.106,"mg/L","6.0",2021-08-18,2021-08-18,1899-12-31 17:06:00,"flood",NA,"GEL",NA,NA,NA
"57","86","RC","ISCO","19.0","DOC",1,5.099,"mg/L","5.0",2021-08-18,2021-08-19,1900-01-01 00:21:00,"flood",NA,"GEL",NA,NA,NA
"58","86","RC","ISCO","19.0","DOC",1,7.255,"mg/L","6.0",2021-08-18,2021-08-19,1900-01-01 00:21:00,"flood",NA,"GEL",NA,NA,NA
"59","87","SS","ISCO","1.0","DOC",1,8.413,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 11:50:00,"flood",NA,"GEL",NA,NA,NA
"60","87","SS","ISCO","1.0","DOC",1,8.844,"mg/L","6.0",2021-08-18,2021-08-18,1899-12-31 11:50:00,"flood",NA,"GEL",NA,NA,NA
"61","98","SS","ISCO","12.0","DOC",1,9.838,"mg/L","5.0",2021-08-18,2021-08-18,1899-12-31 14:35:00,"flood",NA,"GEL",NA,NA,NA
"62","98","SS","ISCO","12.0","DOC",1,NA,NA,"6.0",2021-08-18,2021-08-18,1899-12-31 14:35:00,"flood",NA,"GEL",NA,NA,NA
"63","100","BMW","GRAB",NA,"DOC",1,46.4,"mg/L","1.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"64","101","BMW","GRAB",NA,"DOC",1,76.21,"mg/L","2.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"65","102","BMW","GRAB",NA,"DOC",1,23.03,"mg/L","3.0",2020-08-22,2020-08-23,1899-12-31 13:15:00,"flood","filtered in lab that evening","GEL",NA,"duplicate sample id",NA
"66","103","SS","GRAB",NA,"DOC",1,2.455,"mg/L","1.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"67","104","SS","GRAB",NA,"DOC",1,2.486,"mg/L","2.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"68","105","SS","GRAB",NA,"DOC",1,3.173,"mg/L","3.0",NA,2020-08-27,1899-12-31 10:30:00,"baseflow","DOC only, pre flood redo to get triplicates, filtered in lab next day","GEL",NA,"duplicate sample id",NA
"69","106","UPSS","GRAB",NA,"DOC",1,48.45,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"70","107","UPSS","GRAB",NA,"DOC",1,71.26,"mg/L","2.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"71","108","UPSS","GRAB",NA,"DOC",1,69.77,"mg/L","3.0",2020-08-30,2020-08-31,1899-12-31 08:45:00,"flood","filtered DOC in lab that evening","GEL",NA,"duplicate sample id",NA
"72","110","SS","GRAB",NA,"DOC",1,16.44,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,"duplicate sample id",NA
"73","110","SS","ISCO","24.0","DOC",1,10.21,"mg/L","5.0",2021-08-18,2021-08-19,1899-12-31 01:43:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"74","110","SS","ISCO","24.0","DOC",1,NA,NA,"6.0",2021-08-18,2021-08-19,1899-12-31 01:43:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"75","111","SS","GRAB",NA,"DOC",1,19.45,"mg/L","2.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,"duplicate sample id",NA
"76","111","CC","ISCO","1.0","DOC",1,10.33,"mg/L","5.0",2021-08-16,2021-08-16,1899-12-31 22:29:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"77","111","CC","ISCO","1.0","DOC",1,8.531,"mg/L","6.0",2021-08-16,2021-08-16,1899-12-31 22:29:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"78","112","SS","GRAB",NA,"DOC",1,65.56,"mg/L","3.0",2020-08-30,2020-08-31,1899-12-31 09:45:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"79","114","RV","GRAB",NA,"DOC",1,145,"mg/L","1.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"80","115","RV","GRAB",NA,"DOC",1,113.1,"mg/L","2.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"81","116","RV","GRAB",NA,"DOC",1,70.03,"mg/L","3.0",2020-08-30,2020-08-31,1899-12-31 12:00:00,"flood","filtered DOC in lab next day","GEL",NA,NA,NA
"82","118","SS","GRAB",NA,"DOC",1,20.55,"mg/L","1.0",2020-07-24,2020-07-28,NA,"flood","small ""flood""","GEL",NA,"duplicate",NA
"83","118","CC","ISCO","9.0","DOC",1,8.663,"mg/L","5.0",2021-08-16,2021-08-17,1900-01-01 00:28:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"84","118","CC","ISCO","9.0","DOC",1,8.99,"mg/L","6.0",2021-08-16,2021-08-17,1900-01-01 00:28:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"85","119","SS","GRAB",NA,"DOC",1,31.95,"mg/L","2.0",2020-07-24,2020-07-28,NA,"flood","small ""flood""","GEL",NA,NA,NA
"86","120","SS","GRAB",NA,"DOC",1,4.082,"mg/L","1.0",NA,2020-07-24,NA,"baseflow",NA,"GEL",NA,NA,NA
"87","121","SS","GRAB",NA,"DOC",1,3.97,"mg/L","2.0",NA,2020-07-24,NA,"baseflow",NA,"GEL",NA,NA,NA
"88","122","BMW","GRAB",NA,"DOC",1,2.123,"mg/L","1.0",NA,2021-01-17,1899-12-31 11:13:00,"baseflow","at SUNA","GEL",NA,NA,NA
"89","123","BMW","GRAB",NA,"DOC",1,2.781,"mg/L","2.0",NA,2021-01-17,1899-12-31 11:13:00,"baseflow","at SUNA","GEL",NA,NA,NA
"90","124","BMW","GRAB",NA,"DOC",1,2.986,"mg/L","1.0",NA,2021-01-27,NA,"baseflow","pre flood, at ISCO same as sample 353","GEL",NA,"duplicate sample id",NA
"91","125","BMW","GRAB",NA,"DOC",1,3.059,"mg/L","2.0",NA,2021-01-27,NA,"baseflow","pre flood, at ISCO, same as sample 353","GEL",NA,"duplicate sample id",NA
"92","126","BMW","GRAB",NA,"DOC",1,2.679,"mg/L","1.0",NA,2021-03-03,1899-12-31 10:20:00,"baseflow","pre flood at SUNA, same as sample 352","GEL",NA,"duplicate sample id",NA
"93","127","BMW","GRAB",NA,"DOC",1,2.799,"mg/L","2.0",NA,2021-04-12,1899-12-31 07:45:00,"baseflow","pre flood at SUNA, same as sample 351","GEL",NA,"duplicate sample id",NA
"94","127","CC","ISCO","18.0","DOC",1,6.566,"mg/L","5.0",2021-08-16,2021-08-17,1899-12-31 07:13:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"95","127","CC","ISCO","18.0","DOC",1,7.084,"mg/L","6.0",2021-08-16,2021-08-17,1899-12-31 07:13:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"96","128","SS","ISCO","1.0","DOC",1,8.365,"mg/L","5.0",2021-08-16,2021-08-17,1899-12-31 02:16:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"97","128","SS","ISCO","1.0","DOC",1,6.378,"mg/L","6.0",2021-08-16,2021-08-17,1899-12-31 02:16:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"98","132","SS","ISCO","5.0","DOC",1,12.18,"mg/L","5.0",2021-08-16,2021-08-17,1899-12-31 03:15:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"99","132","SS","ISCO","5.0","DOC",1,13.25,"mg/L","6.0",2021-08-16,2021-08-17,1899-12-31 03:15:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"100","137","SS","ISCO","10.0","DOC",1,15.28,"mg/L","5.0",2021-08-16,2021-08-17,1899-12-31 04:30:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"101","137","SS","ISCO","10.0","DOC",1,13.61,"mg/L","6.0",2021-08-16,2021-08-17,1899-12-31 04:30:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"102","141","MW","GRAB","1.0","DOC",1,7.532,"mg/L","5.0",2021-08-16,2021-08-17,1899-12-31 09:20:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"103","141","MW","GRAB","1.0","DOC",1,7.21,"mg/L","6.0",2021-08-16,2021-08-17,1899-12-31 09:20:00,"flood",NA,"GEL",NA,"duplicate sample id",NA
"104","142","CC","ISCO","1.0","DOC",1,12.1,"mg/L","5.0",2021-08-13,2021-08-13,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"105","142","CC","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-08-13,2021-08-13,1899-12-31 21:20:00,"flood",NA,"GEL",NA,NA,NA
"106","148","BMW","GRAB",NA,"DOC",1,2.274,"mg/L","1.0",NA,2020-12-28,NA,"baseflow","at SUNA","GEL",NA,NA,NA
"107","152","CC","ISCO","11.0","DOC",1,8.374,"mg/L","5.0",2021-08-13,2021-08-14,1900-01-01 00:20:00,"flood",NA,"GEL",NA,NA,NA
"108","152","CC","ISCO","11.0","DOC",1,NA,NA,"6.0",2021-08-13,2021-08-14,1900-01-01 00:20:00,"flood",NA,"GEL",NA,NA,NA
"109","163","CC","ISCO","22.0","DOC",1,NA,NA,"5.0",2021-08-13,2021-08-14,1899-12-31 09:50:00,"flood",NA,"GEL",NA,NA,NA
"110","163","CC","ISCO","22.0","DOC",1,NA,NA,"6.0",2021-08-13,2021-08-14,1899-12-31 09:50:00,"flood",NA,"GEL",NA,NA,NA
"111","164","SS","ISCO","1.0","DOC",1,9.742,"mg/L","5.0",2021-08-12,2021-08-13,1899-12-31 22:45:00,"flood",NA,"GEL",NA,NA,NA
"112","164","SS","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-08-12,2021-08-13,1899-12-31 22:45:00,"flood",NA,"GEL",NA,NA,NA
"113","174","SS","ISCO","11.0","DOC",1,11.67,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 01:15:00,"flood",NA,"GEL",NA,NA,NA
"114","174","SS","ISCO","11.0","DOC",1,NA,NA,"6.0",2021-08-14,2021-08-14,1899-12-31 01:15:00,"flood",NA,"GEL",NA,NA,NA
"115","184","SS","ISCO","21.0","DOC",1,9.101,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 10:12:00,"flood",NA,"GEL",NA,NA,NA
"116","184","SS","ISCO","21.0","DOC",1,NA,NA,"6.0",2021-08-14,2021-08-14,1899-12-31 10:12:00,"flood",NA,"GEL",NA,NA,NA
"117","185","RC","ISCO","1.0","DOC",1,13.13,"mg/L","5.0",2021-08-12,2021-08-13,1899-12-31 22:17:00,"flood",NA,"GEL",NA,NA,NA
"118","185","RC","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-08-12,2021-08-13,1899-12-31 22:17:00,"flood",NA,"GEL",NA,NA,NA
"119","192","RC","ISCO","8.0","DOC",1,13.61,"mg/L","5.0",2021-08-14,2021-08-14,1900-01-01 00:31:00,"flood",NA,"GEL",NA,NA,NA
"120","192","RC","ISCO","8.0","DOC",1,NA,NA,"6.0",2021-08-14,2021-08-14,1900-01-01 00:31:00,"flood",NA,"GEL",NA,NA,NA
"121","199","RC","ISCO","15.0","DOC",1,12.23,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 04:01:00,"flood",NA,"GEL",NA,NA,NA
"122","199","RC","ISCO","15.0","DOC",1,NA,NA,"6.0",2021-08-14,2021-08-14,1899-12-31 04:01:00,"flood",NA,"GEL",NA,NA,NA
"123","200","MW","GRAB",NA,"DOC",1,9.847,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 13:22:00,"flood",NA,"GEL",NA,NA,NA
"124","200","MW","GRAB",NA,"DOC",1,9.297,"mg/L","6.0",2021-08-14,2021-08-14,1899-12-31 13:22:00,"flood",NA,"GEL",NA,NA,NA
"125","201","CC","ISCO","1.0","DOC",1,NA,NA,"5.0",2021-08-12,2021-08-12,1899-12-31 08:56:00,"flood",NA,"GEL",NA,NA,NA
"126","201","CC","ISCO","1.0","DOC",1,NA,NA,"6.0",2021-08-12,2021-08-12,1899-12-31 08:56:00,"flood",NA,"GEL",NA,NA,NA
"127","212","CC","ISCO","12.0","DOC",1,5.827,"mg/L","5.0",2021-08-12,2021-08-12,1899-12-31 11:40:00,"flood",NA,"GEL",NA,NA,NA
"128","212","CC","ISCO","12.0","DOC",1,5.807,"mg/L","6.0",2021-08-12,2021-08-12,1899-12-31 11:40:00,"flood",NA,"GEL",NA,NA,NA
"129","223","CC","ISCO","24.0","DOC",1,NA,NA,"5.0",2021-08-12,2021-08-12,1899-12-31 22:56:00,"flood",NA,"GEL",NA,NA,NA
"130","223","CC","ISCO","24.0","DOC",1,NA,NA,"6.0",2021-08-12,2021-08-12,1899-12-31 22:56:00,"flood",NA,"GEL",NA,NA,NA
"131","224","SS","GRAB",NA,"DOC",1,NA,NA,"5.0",2021-08-17,2021-08-18,1899-12-31 11:30:00,"flood",NA,"GEL","missing check lability",NA,NA
"132","224","SS","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-08-17,2021-08-18,1899-12-31 11:30:00,"flood",NA,"GEL","missing check lability",NA,NA
"133","225","NS","GRAB",NA,"DOC",1,3.733,"mg/L","5.0",2021-08-14,2021-08-14,1899-12-31 09:00:00,"flood",NA,"GEL",NA,NA,NA
"134","225","NS","GRAB",NA,"DOC",1,13.03,"mg/L","6.0",2021-08-14,2021-08-14,1899-12-31 09:00:00,"flood",NA,"GEL","missing check lability",NA,NA
"135","226","SS","GRAB",NA,"DOC",1,24.59,"mg/L","5.0",2021-07-31,2021-07-31,1899-12-31 09:45:00,"flood",NA,"GEL",NA,NA,NA
"136","226","SS","GRAB",NA,"DOC",1,30.29,"mg/L","6.0",2021-07-31,2021-07-31,1899-12-31 09:45:00,"flood",NA,"GEL",NA,NA,NA
"137","227","BMW","ISCO","1.0","DOC",1,7.244,"mg/L","5.0",2021-07-31,2021-07-31,1899-12-31 01:42:00,"flood",NA,"GEL",NA,NA,NA
"138","227","BMW","ISCO","1.0","DOC",1,6.55,"mg/L","6.0",2021-07-31,2021-07-31,1899-12-31 01:42:00,"flood",NA,"GEL",NA,NA,NA
"139","235","BMW","ISCO","9.0","DOC",1,25.6,"mg/L","5.0",2021-07-31,2021-07-31,1899-12-31 03:42:00,"flood",NA,"GEL",NA,NA,NA
"140","235","BMW","ISCO","9.0","DOC",1,58.32,"mg/L","6.0",2021-07-31,2021-07-31,1899-12-31 03:42:00,"flood",NA,"GEL",NA,NA,NA
"141","243.761125541126","BMW","ISCO","19.0","DOC",1,25.93,"mg/L","5.0",2021-07-31,2021-07-31,1899-12-31 10:42:00,"flood",NA,"GEL",NA,NA,NA
"142","244.279567099568","BMW","ISCO","19.0","DOC",1,NA,NA,"6.0",2021-07-31,2021-07-31,1899-12-31 10:42:00,"flood",NA,"GEL","missing",NA,NA
"143","244.798008658009","BMW","GRAB",NA,"DOC",1,NA,NA,"5.0",2021-07-25,2021-07-26,1899-12-31 12:00:00,"flood",NA,"GEL","missing check lability",NA,NA
"144","245.316450216451","BMW","GRAB",NA,"DOC",1,NA,NA,"6.0",2021-07-25,2021-07-26,1899-12-31 12:00:00,"flood",NA,"GEL","missing check lability",NA,NA
"145","245.834891774893","CC","ISCO","1.0","DOC",1,7.319,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"146","246.353333333334","CC","ISCO","1.0","DOC",1,7.331,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 16:20:00,"flood",NA,"GEL",NA,NA,NA
"147","257","CC","ISCO","12.0","DOC",1,5.248,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 19:05:00,"flood",NA,"GEL",NA,NA,NA
"148","257","CC","ISCO","12.0","DOC",1,4.879,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 19:05:00,"flood",NA,"GEL",NA,NA,NA
"149","267.638834162813","CC","ISCO","23.0","DOC",1,6.098,"mg/L","5.0",2021-07-25,2021-07-26,1899-12-31 05:20:00,"flood",NA,"GEL",NA,NA,NA
"150","268.160800006871","CC","ISCO","23.0","DOC",1,6.547,"mg/L","6.0",2021-07-25,2021-07-26,1899-12-31 05:20:00,"flood",NA,"GEL",NA,NA,NA
"151","268.682765850929","CC","ISCO","24.0","DOC",1,7.755,"mg/L","5.0",2021-07-25,2021-07-26,1899-12-31 06:20:00,"flood",NA,"GEL",NA,NA,NA
"152","269.204731694986","CC","ISCO","24.0","DOC",1,6.565,"mg/L","6.0",2021-07-25,2021-07-26,1899-12-31 06:20:00,"flood",NA,"GEL",NA,NA,NA
"153","269.726697539044","SS","ISCO","1.0","DOC",1,9.134,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 16:35:00,"flood",NA,"GEL",NA,NA,NA
"154","269.726697539044","SS","ISCO","1.0","DOC",1,8.697,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 16:35:00,"flood",NA,"GEL",NA,NA,NA
"155","273.902424291509","SS","ISCO","5.0","DOC",1,10.37,"mg/L","5.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
"156","274.424390135567","SS","ISCO","5.0","DOC",1,9.417,"mg/L","6.0",2021-07-25,2021-07-25,1899-12-31 17:35:00,"flood",NA,"GEL",NA,NA,NA
