"SampleID","DateTime","Site","Type","Bottle_number","Event_Date","Stage","DOC_mgL","SRP_ugL","TC_mgL","TDP_mgL","TN_mgL","ions_uM","TOC_mgL","N_DOC_mgL","N_NH4_mgNL","N_SRP_ugL","N_TC_mgL","N_TDP_mgL","N_TN_mgL","N_ions_uM","N_Chloride_mgL","N_NO3_mgNL","N_TOC_mgL","NH4N_color_mgL","Cl_color_mgL","NO3N_color_mgL"
"1101",2021-07-26 02:13:00,"MW","ISCO","21.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1102",2021-07-26 02:13:00,"MW","ISCO","21.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1103",2021-07-25 16:28:00,"MW","ISCO","6.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1104",2021-07-25 16:28:00,"MW","ISCO","6.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1105",2021-08-19 01:07:00,"CC","ISCO","21.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,9.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1106",2021-07-26 00:13:00,"MW","ISCO","19.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,14.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1107",2021-07-25 16:58:00,"MW","ISCO","8.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1108",2021-07-25 16:58:00,"MW","ISCO","8.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1109",2021-07-25 16:43:00,"MW","ISCO","7.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"111",2020-08-31 09:45:00,"SS","GRAB",NA,2020-08-30,"flood",19.45,325,NA,NA,2.109,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.22,9.76,0.0624
"111",2021-08-16 22:29:00,"CC","ISCO","1.0",2021-08-16,"flood",9.4305,168,29.015,0.127,0.004,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.032,NA,NA
"1110",2021-07-25 20:14:00,"MW","ISCO","15.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,13.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1111",2021-07-26 04:13:00,"MW","ISCO","23.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1112",2021-07-26 04:13:00,"MW","ISCO","23.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,13.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1113",2021-07-25 16:13:00,"MW","ISCO","5.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1114",2021-07-25 16:13:00,"MW","ISCO","5.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1115",2021-07-25 15:58:00,"MW","ISCO","4.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,19.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1116",2021-07-25 15:58:00,"MW","ISCO","4.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,20.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1117",2021-07-25 16:43:00,"MW","ISCO","7.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1118",2021-07-25 20:14:00,"MW","ISCO","15.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1119",2021-07-25 17:20:00,"CC","ISCO","5.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"112",2020-08-31 09:45:00,"SS","GRAB",NA,2020-08-30,"flood",65.56,366,NA,NA,2.12,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.189,10.1,0.0571
"1120",2021-07-25 17:20:00,"CC","ISCO","5.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1121",2021-07-25 17:05:00,"CC","ISCO","4.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1122",2021-08-18 16:36:00,"RC","ISCO","7.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1123",2021-08-18 16:36:00,"RC","ISCO","7.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1124",2021-08-18 15:51:00,"RC","ISCO","4.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1125",2021-08-18 15:51:00,"RC","ISCO","4.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1126",2021-08-18 22:21:00,"RC","ISCO","17.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1127",2021-08-18 22:21:00,"RC","ISCO","17.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,13.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1128",2021-08-18 15:36:00,"RC","ISCO","3.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1129",2021-08-18 15:36:00,"RC","ISCO","3.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"113",2020-08-31 09:45:00,"SS","GRAB",NA,2020-08-30,"flood",NA,NA,66.27,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",2021-08-18 17:36:00,"RC","ISCO","11.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,12.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1131",2021-08-18 17:36:00,"RC","ISCO","11.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1132",2021-08-18 17:21:00,"RC","ISCO","10.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,10.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1133",2021-08-18 17:21:00,"RC","ISCO","10.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1134",2021-08-18 16:06:00,"RC","ISCO","5.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1135",2021-08-18 15:21:00,"RC","ISCO","2.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,14.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1136",2021-08-18 20:21:00,"RC","ISCO","15.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,13.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1137",2021-08-18 20:21:00,"RC","ISCO","15.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,16.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1138",2021-08-18 19:21:00,"RC","ISCO","14.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1139",2021-08-18 19:21:00,"RC","ISCO","14.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"114",2020-08-31 12:00:00,"RV","GRAB",NA,2020-08-30,"flood",145,91,NA,NA,12.33,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.276,8.16,0.00085
"1140",2021-08-18 17:51:00,"RC","ISCO","12.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1141",2021-08-18 17:51:00,"RC","ISCO","12.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1142",2021-08-18 18:21:00,"RC","ISCO","13.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1143",2021-08-18 18:21:00,"RC","ISCO","13.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,13.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1144",2021-08-18 21:21:00,"RC","ISCO","16.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,9.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1145",2021-08-19 02:07:00,"CC","ISCO","22.0",2021-08-18,"flood",NA,NA,NA,NA,NA,NA,11.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1146",2021-07-25 17:50:00,"CC","ISCO","7.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1147",2021-07-25 18:35:00,"CC","ISCO","10.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1148",2021-07-25 18:35:00,"CC","ISCO","10.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1149",2021-07-25 18:05:00,"CC","ISCO","8.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"115",2020-08-31 12:00:00,"RV","GRAB",NA,2020-08-30,"flood",113.1,98.3,NA,NA,11.47,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.262,10.2,0.00085
"1150",2021-07-25 18:05:00,"CC","ISCO","8.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1151",2021-07-25 20:20:00,"CC","ISCO","14.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1152",2021-07-25 20:20:00,"CC","ISCO","14.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1153",2021-07-25 18:20:00,"CC","ISCO","9.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1154",2021-07-25 18:20:00,"CC","ISCO","9.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1156",2021-07-26 03:20:00,"CC","ISCO","21.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1157",2021-07-26 04:20:00,"CC","ISCO","22.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1158",2021-07-26 04:20:00,"CC","ISCO","22.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1159",2021-07-25 18:50:00,"CC","ISCO","11.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"116",2020-08-31 12:00:00,"RV","GRAB",NA,2020-08-30,"flood",70.03,99.6,NA,NA,6.956,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.272,8.45,0.00085
"1160",2021-07-25 18:50:00,"CC","ISCO","11.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1161",2021-07-26 03:20:00,"CC","ISCO","21.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1162",2021-07-26 02:20:00,"CC","ISCO","20.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1163",2021-07-25 16:20:00,"CC","ISCO","2.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1164",2021-07-25 16:20:00,"CC","ISCO","2.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1165",2021-07-26 00:20:00,"CC","ISCO","18.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1166",2021-07-26 00:20:00,"CC","ISCO","18.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1167",2021-07-25 16:50:00,"CC","ISCO","3.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1168",2021-07-25 16:50:00,"CC","ISCO","3.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1169",2021-07-25 16:50:00,"SS","ISCO","2.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,14.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"117",2020-08-31 12:00:00,"RV","GRAB",NA,2020-08-30,"flood",NA,NA,115.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170",2021-07-25 16:50:00,"SS","ISCO","2.0",2021-07-25,"flood",NA,NA,NA,NA,NA,NA,12.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1171",2021-08-12 11:25:00,"CC","ISCO","11.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1172",2021-08-12 11:25:00,"CC","ISCO","11.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1173",2021-08-12 11:10:00,"CC","ISCO","10.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1174",2021-08-12 11:10:00,"CC","ISCO","10.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,9.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1175",2021-08-12 10:55:00,"CC","ISCO","9.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1176",2021-08-12 11:56:00,"CC","ISCO","13.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1177",2021-08-12 11:56:00,"CC","ISCO","13.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1178",2021-08-12 12:56:00,"CC","ISCO","14.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1179",2021-08-12 12:56:00,"CC","ISCO","14.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"118",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",20.55,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2021-08-17 00:13:00,"CC","ISCO","9.0",2021-08-16,"flood",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"118",2021-08-17 00:28:00,"CC","ISCO","9.0",2021-08-16,"flood",8.8265,286.5,NA,0.247,2.409,1,NA,2,2,2,2,2,2,2,NA,NA,NA,0.03145,NA,NA
"1180",2021-08-12 14:56:00,"CC","ISCO","16.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1181",2021-08-12 17:56:00,"CC","ISCO","19.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1182",2021-08-12 17:56:00,"CC","ISCO","19.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1183",2021-08-12 15:56:00,"CC","ISCO","17.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1184",2021-08-12 15:56:00,"CC","ISCO","17.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,8.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1185",2021-08-12 14:56:00,"CC","ISCO","16.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1186",2021-08-12 18:56:00,"CC","ISCO","20.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1187",2021-08-12 18:56:00,"CC","ISCO","20.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,11.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1188",2021-08-12 19:56:00,"CC","ISCO","21.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1189",2021-08-12 19:56:00,"CC","ISCO","21.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"119",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",31.95,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190",2021-08-12 20:56:00,"CC","ISCO","22.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1191",2021-08-12 20:56:00,"CC","ISCO","22.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1192",2021-08-12 21:56:00,"CC","ISCO","23.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1193",2021-08-12 21:56:00,"CC","ISCO","23.0",2021-08-12,"flood",NA,NA,NA,NA,NA,NA,10.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1194",2021-07-31 02:57:00,"BMW","ISCO","6.0",2021-07-31,"flood",NA,NA,NA,NA,NA,NA,51.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1195",2021-07-31 02:12:00,"BMW","ISCO","3.0",2021-07-31,"flood",NA,NA,NA,NA,NA,NA,27.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"12",2021-09-01 04:44:00,"RC","ISCO","12.0",2021-09-01,"flood",NA,NA,19.43,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",4.082,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",3.97,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",2.123,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",2.781,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",2.986,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",3.059,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2021-03-03 10:20:00,"BMW","GRAB",NA,NA,"baseflow",2.679,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2021-04-12 07:45:00,"BMW","GRAB",NA,NA,"baseflow",2.799,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2021-08-17 07:13:00,"CC","ISCO","18.0",2021-08-16,"flood",6.825,267.5,28.82,0.141,0.004,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.01935,NA,NA
"128",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",NA,NA,NA,NA,1.614,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"128",2021-08-17 02:16:00,"SS","ISCO","1.0",2021-08-16,"flood",7.3715,179.5,42.54,0.00465,0.901,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.0649,NA,NA
"129",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",NA,NA,NA,NA,2.099,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"13",2021-09-01 05:14:00,"RC","ISCO","13.0",2021-09-01,"flood",NA,NA,18.46,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"131",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"132",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"132",2021-08-17 03:15:00,"SS","ISCO","5.0",2021-08-16,"flood",12.715,430.5,39.43,0.00465,0.97,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.144,NA,NA
"133",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"134",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.5117,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"135",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.7718,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"136",2021-03-03 10:20:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"137",2021-04-12 07:45:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"137",2021-08-17 04:30:00,"SS","ISCO","10.0",2021-08-16,"flood",14.445,NA,39.955,0.218,1.353,1,NA,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA
"138",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.0478,NA,0.00085
"139",2020-07-24 12:00:00,"SS","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.0358,NA,0.00085
"14",2021-09-01 06:14:00,"RC","ISCO","14.0",2021-09-01,"flood",NA,NA,20.195,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.16,NA,0.21
"141",2020-07-28 12:00:00,"SS","GRAB",NA,2020-07-24,"flood",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.221,NA,0.297
"141",2021-08-17 09:20:00,"MW","GRAB","1.0",2021-08-16,"flood",7.371,233.5,51.52,0.251,1.057,1,NA,2,2,2,2,2,2,4,NA,NA,NA,0.08635,NA,NA
"142",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.003,NA,0.00085
