"SampleID","DateTime","Site","Type","Bottle_number","Event_Date","Stage","DOC_mgL","SRP_ugL","TC_mgL","TDP_mgL","TN_mgL","ions_uM","TOC_mgL","N_DOC_mgL","N_NH4_mgNL","N_SRP_ugL","N_TC_mgL","N_TDP_mgL","N_TN_mgL","N_ions_uM","N_Chloride_mgL","N_NO3_mgNL","N_TOC_mgL","NH4N_color_mgL","Cl_color_mgL","NO3N_color_mgL"
"142",2021-08-13 21:20:00,"CC","ISCO","1.0",2021-08-13,"flood",12.1,225,34.865,0.294,2.5225,1,NA,2,1,1,2,1,2,4,NA,NA,NA,0.0341,NA,NA
"143",2021-01-17 11:13:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.003,NA,0.00085
"144",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.0148,NA,0.0482
"145",2021-01-27 12:00:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.0218,NA,0.0593
"146",2021-03-03 10:20:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.0125,NA,0.017
"1466",2021-07-31 03:27:00,"BMW","ISCO","8.0",2021-07-31,"flood",NA,175,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA
"1467",2021-07-31 03:27:00,"BMW","ISCO","8.0",2021-07-31,"flood",NA,160.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA
"1468",2021-07-31 02:42:00,"BMW","ISCO","5.0",2021-07-31,"flood",NA,356,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA
"1469",2021-07-31 02:42:00,"BMW","ISCO","5.0",2021-07-31,"flood",NA,254,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA
"147",2021-04-12 07:45:00,"BMW","GRAB",NA,NA,"baseflow",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.003,NA,0.00085
"1472",2021-07-31 02:27:00,"BMW","ISCO","4.0",2021-07-31,"flood",NA,236,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.438,NA,NA
"1473",2021-07-31 02:27:00,"BMW","ISCO","4.0",2021-07-31,"flood",NA,250,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.457,NA,NA
"148",2020-12-28 12:00:00,"BMW","GRAB",NA,NA,"baseflow",2.274,51.3,NA,NA,0.004,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,0.0122,18.3,0.00085
"1491",2021-07-31 04:12:00,"BMW","ISCO","11.0",2021-07-31,"flood",NA,129.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.391,NA,NA
"1492",2021-07-31 04:12:00,"BMW","ISCO","11.0",2021-07-31,"flood",NA,91.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.288,NA,NA
"1497",2021-07-31 04:27:00,"BMW","ISCO","12.0",2021-07-31,"flood",NA,185.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA
"1498",2021-07-31 04:27:00,"BMW","ISCO","12.0",2021-07-31,"flood",NA,147.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.322,NA,NA
"1499",2021-07-31 04:42:00,"BMW","ISCO","13.0",2021-07-31,"flood",NA,147,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.255,NA,NA
"15",2021-09-01 07:14:00,"RC","ISCO","15.0",2021-09-01,"flood",NA,NA,18.84,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501",2021-10-08 10:45:00,"BMW","GRAB",NA,NA,"baseflow",NA,33.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1502",2021-10-08 10:45:00,"BMW","GRAB",NA,NA,"baseflow",NA,28,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"152",2021-08-13 00:20:00,"CC","ISCO","11.0",2021-08-13,"flood",NA,441,18.705,0.59,2.5055,1,NA,NA,1,1,2,1,2,2,NA,NA,NA,0.0453,NA,NA
"152",2021-08-14 00:20:00,"CC","ISCO","11.0",2021-08-13,"flood",8.374,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2021-08-14 00:20:00,"CC","ISCO","11.0",2021-08-14,"flood",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"1528",2021-07-25 16:13:00,"MW","ISCO","5.0",2021-07-25,"flood",NA,228,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0348,NA,NA
"1529",2021-07-25 16:13:00,"MW","ISCO","5.0",2021-07-25,"flood",NA,294,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0427,NA,NA
"1530",2021-07-25 16:28:00,"MW","ISCO","6.0",2021-07-25,"flood",NA,296,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0299,NA,NA
"1531",2021-07-25 16:28:00,"MW","ISCO","6.0",2021-07-25,"flood",NA,246,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0267,NA,NA
"1532",2021-07-25 20:14:00,"MW","ISCO","15.0",2021-07-25,"flood",NA,206,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1533",2021-07-25 20:14:00,"MW","ISCO","15.0",2021-07-25,"flood",NA,294,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1534",2021-07-25 16:58:00,"MW","ISCO","8.0",2021-07-25,"flood",NA,288,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0374,NA,NA
"1535",2021-07-25 16:58:00,"MW","ISCO","8.0",2021-07-25,"flood",NA,346,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0447,NA,NA
"1538",2021-07-25 17:13:00,"MW","ISCO","9.0",2021-07-25,"flood",NA,304,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0474,NA,NA
"1539",2021-07-25 17:13:00,"MW","ISCO","9.0",2021-07-25,"flood",NA,302,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0377,NA,NA
"1540",2021-07-25 21:13:00,"MW","ISCO","16.0",2021-07-25,"flood",NA,268,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1541",2021-07-26 03:13:00,"MW","ISCO","22.0",2021-07-25,"flood",NA,230,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0127,NA,NA
"1550",2021-08-17,"MW","ISCO","2.0",2021-08-16,"flood",NA,206,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0173,NA,NA
"1575",2021-08-14 20:01:00,"IS","ISCO","8.0",2021-08-14,"flood",NA,167.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0158,NA,NA
"1576",2021-08-14 20:01:00,"IS","ISCO","8.0",2021-08-14,"flood",NA,194,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0158,NA,NA
"1577",2021-08-14 19:16:00,"IS","ISCO","5.0",2021-08-14,"flood",NA,122.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0809,NA,NA
"1578",2021-08-14 19:16:00,"IS","ISCO","5.0",2021-08-14,"flood",NA,131.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0806,NA,NA
"1579",2021-08-14 19:31:00,"IS","ISCO","6.0",2021-08-14,"flood",NA,112,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0797,NA,NA
"1580",2021-08-14 19:31:00,"IS","ISCO","6.0",2021-08-14,"flood",NA,111.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.071,NA,NA
"1581",2021-08-14 19:46:00,"IS","ISCO","7.0",2021-08-14,"flood",NA,193.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0573,NA,NA
"1582",2021-08-14 19:46:00,"IS","ISCO","7.0",2021-08-14,"flood",NA,180.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0523,NA,NA
"1583",2021-08-19 04:46:00,"IS","ISCO","20.0",2021-08-14,"flood",NA,159.2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1584",2021-08-19 04:46:00,"IS","ISCO","20.0",2021-08-14,"flood",NA,193.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1585",2021-08-14 22:46:00,"IS","ISCO","14.0",2021-08-14,"flood",NA,157,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1586",2021-08-14 22:46:00,"IS","ISCO","14.0",2021-08-14,"flood",NA,134.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1589",2021-08-14 21:46:00,"IS","ISCO","13.0",2021-08-14,"flood",NA,179.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1590",2021-08-14 21:46:00,"IS","ISCO","13.0",2021-08-14,"flood",NA,168.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1591",2021-08-14 23:46:00,"IS","ISCO","15.0",2021-08-14,"flood",NA,157.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1592",2021-08-14 23:46:00,"IS","ISCO","15.0",2021-08-14,"flood",NA,159.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1593",2021-08-14 20:16:00,"IS","ISCO","9.0",2021-08-14,"flood",NA,131.8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1594",2021-08-14 20:16:00,"IS","ISCO","9.0",2021-08-14,"flood",NA,148.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1595",2021-08-14 20:46:00,"IS","ISCO","11.0",2021-08-14,"flood",NA,144.6,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1596",2021-08-14 20:46:00,"IS","ISCO","11.0",2021-08-14,"flood",NA,143.2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1599",2021-08-14 21:01:00,"IS","ISCO","12.0",2021-08-14,"flood",NA,153.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"16",2021-09-01 08:14:00,"RC","ISCO","16.0",2021-09-01,"flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",2021-08-14 21:01:00,"IS","ISCO","12.0",2021-08-14,"flood",NA,113,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1605",2021-12-11 10:15:00,"RV","GRAB",NA,2021-12-10,"flood",NA,111.4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0217,NA,NA
"1606",2021-12-11 10:15:00,"RV","GRAB",NA,2021-12-10,"flood",NA,89,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0189,NA,NA
"1607",2021-07-14 16:00:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,29.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1608",2021-07-14 16:00:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,30.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1609",2021-07-14 08:15:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1610",2021-07-14 08:15:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,38.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1611",2021-07-14 10:00:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,39.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1612",2021-07-14 10:00:00,"SS","GRAB",NA,2021-07-14,"flood",NA,NA,NA,NA,NA,NA,40.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1615",2021-07-14 08:15:00,"SS","GRAB",NA,2021-07-14,"flood",NA,950,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.954,NA,NA
"1616",2021-07-14 16:00:00,"SS","GRAB",NA,2021-07-14,"flood",NA,1166,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA
"1619",2021-07-14 08:15:00,"SS","GRAB",NA,2021-07-14,"flood",NA,1038,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA
"1620",2021-07-14 08:15:00,"SS","GRAB",NA,2021-07-14,"flood",NA,986,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.996,NA,NA
"1623",2021-07-25 17:20:00,"SS","ISCO","4.0",2021-07-25,"flood",NA,316,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.09585,NA,NA
"1624",2021-07-25 17:50:00,"SS","ISCO","6.0",2021-07-25,"flood",NA,343,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0938,NA,NA
"1625",2021-07-25 18:05:00,"SS","ISCO","7.0",2021-07-25,"flood",NA,388,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.095,NA,NA
"1626",2021-07-25 18:20:00,"SS","ISCO","8.0",2021-07-25,"flood",NA,315,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.06415,NA,NA
"163",2021-08-14 09:50:00,"CC","ISCO","22.0",2021-08-13,"flood",NA,196,24.6,0.00465,0.71,1,NA,2,2,2,2,2,2,2,NA,NA,NA,0.0427,NA,NA
"163",2021-08-14 09:50:00,"CC","ISCO","22.0",2021-08-14,"flood",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"1630",2021-08-17 03:00:00,"SS","ISCO","4.0",2021-08-16,"flood",NA,340,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.07725,NA,NA
"1631",2021-08-17 03:30:00,"SS","ISCO","6.0",2021-08-16,"flood",NA,297,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.09055,NA,NA
"1632",2021-08-17 03:45:00,"SS","ISCO","7.0",2021-08-16,"flood",NA,307,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0993,NA,NA
"1633",2021-08-17 04:00:00,"SS","ISCO","8.0",2021-08-16,"flood",NA,488,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.101,NA,NA
"1637",2021-09-01 01:15:00,"SS","ISCO","3.0",2021-09-01,"flood",NA,226,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA
"1638",2021-09-01 01:30:00,"SS","ISCO","4.0",2021-09-01,"flood",NA,250,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA
"164",2021-08-13 22:45:00,"SS","ISCO","1.0",2021-08-12,"flood",9.742,464,28.215,0.62,2.7925,1,NA,2,1,1,2,1,2,4,NA,NA,NA,0.214,NA,NA
"1641",2021-09-01 10:40:00,"SS","GRAB",NA,2021-09-01,"flood",NA,161.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1642",2021-10-06 11:00:00,"SS","GRAB",NA,2021-10-05,"flood",NA,118.3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01045,NA,NA
"1642",2021-10-06 11:00:00,"SS","GRAB",NA,2022-10-05,"flood",NA,NA,NA,NA,NA,NA,7.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"1643",2021-12-11 11:45:00,"SS","GRAB",NA,2021-12-10,"flood",NA,104.1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0127,NA,NA
"1644",2021-07-24 09:15:00,"RC","GRAB",NA,2021-07-23,"flood",NA,168,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644",2021-07-24 12:00:00,"CC","GRAB",NA,2021-07-23,"flood",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.04525,NA,NA
"1646",2021-07-22 22:00:00,"RC","ISCO","2.0",2021-07-22,"flood",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA
"1646",2021-07-22 22:24:00,"RC","ISCO","2.0",2021-07-22,"flood",NA,593,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA
"1647",2021-07-23 00:09:00,"RC","ISCO","3.0",2021-07-23,"flood",NA,543,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA
"1648",2021-07-23 00:24:00,"RC","ISCO","4.0",2021-07-23,"flood",NA,693,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA
"1649",2021-07-23 00:39:00,"RC","ISCO","5.0",2021-07-23,"flood",NA,649,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.1345,NA,NA
"1650",2021-07-23 00:54:00,"RC","ISCO","6.0",2021-07-23,"flood",NA,731,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.06175,NA,NA
"1651",2021-07-23 03:09:00,"RC","ISCO","7.0",2021-07-23,"flood",NA,461,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA
"1652",2021-07-23 03:24:00,"RC","ISCO","8.0",2021-07-23,"flood",NA,458,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.228,NA,NA
"1653",2021-07-23 03:39:00,"RC","ISCO","9.0",2021-07-23,"flood",NA,415,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.03555,NA,NA
"1654",2021-07-23 03:54:00,"RC","ISCO","10.0",2021-07-23,"flood",NA,456,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA
"1655",2021-07-23 04:09:00,"RC","ISCO","11.0",2021-07-23,"flood",NA,494,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.173,NA,NA
"1657",2021-07-24 12:00:00,"CC","GRAB",NA,2021-07-23,"flood",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.0588,NA,NA
"1657",2021-07-25 16:30:00,"CC","GRAB",NA,2021-07-25,"flood",NA,319,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667",2021-07-26 00:20:00,"CC","ISCO","18.0",2021-07-25,"flood",NA,209.2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02905,NA,NA
"1674",2021-07-26 01:20:00,"CC","ISCO","19.0",2021-07-25,"flood",NA,197.9,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01465,NA,NA
"1675",2021-07-26 02:20:00,"CC","ISCO","20.0",2021-07-25,"flood",NA,192.3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02645,NA,NA
"1676",2021-07-26 03:20:00,"CC","ISCO","21.0",2021-07-25,"flood",NA,184.1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02295,NA,NA
"1684",2021-08-12 15:56:00,"CC","ISCO","17.0",2021-08-12,"flood",NA,171,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.0317,NA,NA
"1686",2021-08-12 19:56:00,"CC","ISCO","21.0",2021-08-12,"flood",NA,210.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01415,NA,NA
"1689",2021-08-12 09:25:00,"CC","ISCO","3.0",2021-08-12,"flood",NA,260,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01485,NA,NA
"1690",2021-08-12 09:40:00,"CC","ISCO","4.0",2021-08-12,"flood",NA,320,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01885,NA,NA
"1691",2021-08-12 09:55:00,"CC","ISCO","5.0",2021-08-12,"flood",NA,333,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.03345,NA,NA
"17",2021-09-01 09:14:00,"RC","ISCO","17.0",2021-09-01,"flood",NA,NA,20.03,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",2021-08-17 00:58:00,"CC","ISCO","11.0",2021-08-16,"flood",NA,218.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02375,NA,NA
"1706",2021-08-17 05:13:00,"CC","ISCO","16.0",2021-08-16,"flood",NA,214.4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1707",2021-08-17 03:13:00,"CC","ISCO","14.0",2021-08-16,"flood",NA,254,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1708",2021-08-17 04:14:00,"CC","ISCO","15.0",2021-08-16,"flood",NA,208.1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1709",2021-08-17 02:13:00,"CC","ISCO","13.0",2021-08-16,"flood",NA,225,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0328,NA,NA
"1710",2021-08-17 00:43:00,"CC","ISCO","10.0",2021-08-16,"flood",NA,228,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0243,NA,NA
"1717",2021-08-18 15:52:00,"CC","ISCO","8.0",2021-08-18,"flood",NA,223.9,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA
"1719",2021-08-19 01:07:00,"CC","ISCO","21.0",2021-08-18,"flood",NA,108.4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1720",2021-08-18 16:07:00,"CC","ISCO","9.0",2021-08-18,"flood",NA,194.7,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0845,NA,NA
"1721",2021-08-18 15:37:00,"CC","ISCO","7.0",2021-08-18,"flood",NA,212.3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0816,NA,NA
"1722",2021-09-01 03:33:00,"CC","ISCO","5.0",2021-09-01,"flood",NA,287,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.02485,NA,NA
"1723",2021-09-01 03:18:00,"CC","ISCO","4.0",2021-09-01,"flood",NA,292,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.0145,NA,NA
"1726",2021-09-01 07:48:00,"CC","ISCO","15.0",2021-09-01,"flood",NA,210.7,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1727",2021-09-01 05:48:00,"CC","ISCO","13.0",2021-09-01,"flood",NA,220,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1728",2021-09-01 06:48:00,"CC","ISCO","14.0",2021-09-01,"flood",NA,226.9,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1729",2021-09-01 05:18:00,"CC","ISCO","12.0",2021-09-01,"flood",NA,181.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1730",2021-09-01 04:33:00,"CC","ISCO","9.0",2021-09-01,"flood",NA,201.3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1731",2021-09-01 04:48:00,"CC","ISCO","10.0",2021-09-01,"flood",NA,224,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1732",2021-09-01 05:03:00,"CC","ISCO","11.0",2021-09-01,"flood",NA,249,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1734",2021-09-01 04:03:00,"CC","ISCO","7.0",2021-09-01,"flood",NA,281,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1735",2021-09-01 03:48:00,"CC","ISCO","6.0",2021-09-01,"flood",NA,318,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
"1737",2021-08-12 11:10:00,"CC","ISCO","10.0",2021-08-12,"flood",NA,252.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.01115,NA,NA
"1738",2021-08-12 11:56:00,"CC","ISCO","13.0",2021-08-12,"flood",NA,278.5,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA
