"","SampleID","DateTime","Site","Analyte","Type","Bottle_number","Event_Date","Stage","N","final_conc"
"566","174",2021-08-14 01:15:00,"SS","TN_mgL","ISCO","11.0",2021-08-14,"flood",2,2.256
"567","174",2021-08-14 01:15:00,"SS","ions_uM","ISCO","11.0",2021-08-14,"flood",4,1
"568","1740",2021-08-12 11:25:00,"CC","SRP_ugL","ISCO","11.0",2021-08-12,"flood",2,261
"569","1741",2021-08-12 21:56:00,"CC","SRP_ugL","ISCO","23.0",2021-08-12,"flood",2,248
"570","1742",2021-08-12 17:56:00,"CC","SRP_ugL","ISCO","19.0",2021-08-12,"flood",2,260
"571","1743",2021-08-12 15:56:00,"CC","SRP_ugL","ISCO","17.0",2021-08-12,"flood",2,225.5
"572","1746",2021-07-25 14:54:00,"RC","SRP_ugL","ISCO","7.0",2021-07-25,"flood",2,363
"573","1747",2021-07-25 15:24:00,"RC","SRP_ugL","ISCO","9.0",2021-07-25,"flood",2,332
"574","1748",2021-07-25 15:39:00,"RC","SRP_ugL","ISCO","10.0",2021-07-25,"flood",2,385.5
"575","1750",2021-07-25 17:09:00,"RC","SRP_ugL","ISCO","13.0",2021-07-25,"flood",2,158
"576","1751",2021-07-25 18:10:00,"RC","SRP_ugL","ISCO","14.0",2021-07-25,"flood",2,307.5
"577","1752",2021-07-25 22:10:00,"RC","SRP_ugL","ISCO","18.0",2021-07-25,"flood",2,401.5
"578","1754",2021-07-24 10:24:00,"RC","TOC_mgL","ISCO","2.0",2021-07-22,"flood",2,20.065
"579","1755",2021-07-24 00:09:00,"RC","TOC_mgL","ISCO","3.0",2021-07-23,"flood",2,12.32
"580","1756",2021-07-24 00:24:00,"RC","TOC_mgL","ISCO","4.0",2021-07-23,"flood",2,21.355
"581","1757",2021-07-24 00:39:00,"RC","TOC_mgL","ISCO","5.0",2021-07-23,"flood",1,23.97
"582","1758",2021-07-24 03:09:00,"RC","TOC_mgL","ISCO","7.0",2021-07-23,"flood",2,10.7355
"583","1759",2021-07-24 03:24:00,"RC","TOC_mgL","ISCO","8.0",2021-07-23,"flood",1,13.64
"584","1760",2021-07-24 03:39:00,"RC","TOC_mgL","ISCO","9.0",2021-07-23,"flood",1,13.3
"585","1762",2021-07-25 13:54:00,"RC","SRP_ugL","ISCO","3.0",2021-07-25,"flood",2,478.5
"586","1763",2021-07-25 14:09:00,"RC","SRP_ugL","ISCO","4.0",2021-07-25,"flood",2,431
"587","1764",2021-07-25 14:24:00,"RC","SRP_ugL","ISCO","5.0",2021-07-25,"flood",2,466.5
"588","1765",2021-07-25 14:39:00,"RC","SRP_ugL","ISCO","6.0",2021-07-25,"flood",2,413
"589","1766",2021-07-25 15:09:00,"RC","SRP_ugL","ISCO","8.0",2021-07-25,"flood",2,586
"590","1767",2021-07-25 15:54:00,"RC","SRP_ugL","ISCO","11.0",2021-07-25,"flood",2,446.5
"591","1775",2021-07-25 20:09:00,"RC","SRP_ugL","ISCO","16.0",2021-07-25,"flood",2,296.5
"592","1781",2021-07-25 19:09:00,"RC","SRP_ugL","ISCO","15.0",2021-07-25,"flood",2,372.5
"593","1783",2021-07-25 21:09:00,"RC","SRP_ugL","ISCO","17.0",2021-07-25,"flood",2,335
"594","1784",2021-07-25 23:09:00,"RC","SRP_ugL","ISCO","19.0",2021-07-25,"flood",2,342
"595","1786",2021-08-14 22:31:00,"RC","TOC_mgL","ISCO","2.0",2021-08-13,"flood",1,13.62
"596","1787",2021-08-18 18:21:00,"RC","SRP_ugL","ISCO","13.0",2021-08-18,"flood",2,279
"597","1788",2021-08-18 16:06:00,"RC","SRP_ugL","ISCO","5.0",2021-08-18,"flood",2,297
"598","1789",2021-08-18 16:36:00,"RC","SRP_ugL","ISCO","7.0",2021-08-18,"flood",2,309.5
"599","1790",2021-08-18 16:51:00,"RC","SRP_ugL","ISCO","8.0",2021-08-18,"flood",2,285
"600","1791",2021-08-18 16:21:00,"RC","SRP_ugL","ISCO","6.0",2021-08-18,"flood",2,303.5
"601","1797",2021-08-18 21:21:00,"RC","SRP_ugL","ISCO","16.0",2021-08-18,"flood",2,258
"602","1798",2021-08-18 15:36:00,"RC","SRP_ugL","ISCO","3.0",2021-08-18,"flood",2,377
"603","1799",2021-08-18 15:51:00,"RC","SRP_ugL","ISCO","4.0",2021-08-18,"flood",2,332
"604","18",2021-09-01 10:14:00,"RC","DOC_mgL","ISCO","18.0",2021-09-01,"flood",2,6.888
"605","18",2021-09-01 10:14:00,"RC","SRP_ugL","ISCO","18.0",2021-09-01,"flood",2,235
"606","18",2021-09-01 10:14:00,"RC","TC_mgL","ISCO","18.0",2021-09-01,"flood",2,20.37
"607","18",2021-09-01 10:14:00,"RC","TDP_mgL","ISCO","18.0",2021-09-01,"flood",2,0.224
"608","18",2021-09-01 10:14:00,"RC","TN_mgL","ISCO","18.0",2021-09-01,"flood",2,2.41
"609","18",2021-09-01 10:14:00,"RC","ions_uM","ISCO","18.0",2021-09-01,"flood",4,1
"610","1801",2021-08-18 20:21:00,"RC","SRP_ugL","ISCO","15.0",2021-08-18,"flood",2,276
"611","1803",2021-08-18 19:21:00,"RC","SRP_ugL","ISCO","14.0",2021-08-18,"flood",2,268
"612","1810",2021-09-01 04:44:00,"RC","DOC_mgL","ISCO","12.0",2021-09-01,"flood",2,7.5735
"613","1810",2021-09-01 04:44:00,"RC","SRP_ugL","ISCO","12.0",2021-09-01,"flood",2,205.5
"614","1810",2021-09-01 04:44:00,"RC","TN_mgL","ISCO","12.0",2021-09-01,"flood",2,1.584
"615","1812",2021-09-01 04:29:00,"RC","SRP_ugL","ISCO","11.0",2021-09-01,"flood",2,288
"616","1813",2021-09-01 04:14:00,"RC","DOC_mgL","ISCO","10.0",2021-09-01,"flood",2,6.8335
"617","1813",2021-09-01 04:14:00,"RC","SRP_ugL","ISCO","10.0",2021-09-01,"flood",2,243
"618","1813",2021-09-01 04:14:00,"RC","TN_mgL","ISCO","10.0",2021-09-01,"flood",2,1.1015
"619","1814",2021-09-01 04:29:00,"RC","DOC_mgL","ISCO","11.0",2021-09-01,"flood",2,7.319
"620","1814",2021-09-01 04:29:00,"RC","TN_mgL","ISCO","11.0",2021-09-01,"flood",2,1.1115
"621","1816",2021-09-01 03:29:00,"RC","SRP_ugL","ISCO","7.0",2021-09-01,"flood",2,180.5
"622","1817",2021-09-01 03:44:00,"RC","SRP_ugL","ISCO","8.0",2021-09-01,"flood",2,246
"623","1819",2021-09-01 03:14:00,"RC","SRP_ugL","ISCO","6.0",2021-09-01,"flood",2,225.5
"624","1820",2021-09-01 02:29:00,"RC","SRP_ugL","ISCO","3.0",2021-09-01,"flood",2,234
"625","1822",2021-09-01 02:44:00,"RC","SRP_ugL","ISCO","4.0",2021-09-01,"flood",2,241
"626","1824",2021-09-01 02:59:00,"RC","SRP_ugL","ISCO","5.0",2021-09-01,"flood",2,241
"627","1826",2021-09-01 09:14:00,"RC","DOC_mgL","ISCO","17.0",2021-09-01,"flood",1,9.127
"628","1826",2021-09-01 09:14:00,"RC","TN_mgL","ISCO","17.0",2021-09-01,"flood",1,1.734
"629","184",2021-08-14 10:12:00,"SS","DOC_mgL","ISCO","21.0",2021-08-14,"flood",2,9.101
"630","184",2021-08-14 10:12:00,"SS","SRP_ugL","ISCO","21.0",2021-08-14,"flood",1,218
"631","184",2021-08-14 10:12:00,"SS","TC_mgL","ISCO","21.0",2021-08-14,"flood",2,32.83
"632","184",2021-08-14 10:12:00,"SS","TDP_mgL","ISCO","21.0",2021-08-14,"flood",1,0.306
"633","184",2021-08-14 10:12:00,"SS","TN_mgL","ISCO","21.0",2021-08-14,"flood",1,13.20384
"634","184",2021-08-14 10:12:00,"SS","ions_uM","ISCO","21.0",2021-08-14,"flood",4,1
"635","185",2021-08-13 22:17:00,"RC","DOC_mgL","ISCO","1.0",2021-08-12,"flood",2,13.13
"636","185",2021-08-13 22:17:00,"RC","SRP_ugL","ISCO","1.0",2021-08-12,"flood",1,486
"637","185",2021-08-13 22:17:00,"RC","TC_mgL","ISCO","1.0",2021-08-12,"flood",2,27.35
"638","185",2021-08-13 22:17:00,"RC","TDP_mgL","ISCO","1.0",2021-08-12,"flood",1,0.596
"639","185",2021-08-13 22:17:00,"RC","TN_mgL","ISCO","1.0",2021-08-12,"flood",2,2.655
"640","185",2021-08-13 22:17:00,"RC","ions_uM","ISCO","1.0",2021-08-12,"flood",4,1
"641","1866",2022-05-18 08:30:00,"SS","DOC_mgL","GRAB",NA,NA,"baseflow",2,1.9425
"642","1866",2022-05-18 08:30:00,"SS","TN_mgL","GRAB",NA,NA,"baseflow",2,0.004
"643","1866",2022-05-18 08:30:00,"SS","TOC_mgL","GRAB",NA,NA,"baseflow",2,1.844
"644","1867",2022-05-18 10:15:00,"BMW","DOC_mgL","GRAB",NA,NA,"baseflow",2,2.3105
"645","1867",2022-05-18 10:15:00,"BMW","TN_mgL","GRAB",NA,NA,"baseflow",2,0.004
"646","1867",2022-05-18 10:15:00,"BMW","TOC_mgL","GRAB",NA,NA,"baseflow",2,2.3
"647","19",2021-09-01 02:48:00,"CC","DOC_mgL","ISCO","2.0",2021-09-01,"flood",2,5.945
"648","19",2021-09-01 02:48:00,"CC","SRP_ugL","ISCO","2.0",2021-09-01,"flood",1,413
"649","19",2021-09-01 02:48:00,"CC","TC_mgL","ISCO","2.0",2021-09-01,"flood",2,NA
"650","19",2021-09-01 02:48:00,"CC","TDP_mgL","ISCO","2.0",2021-09-01,"flood",2,0.421
"651","19",2021-09-01 02:48:00,"CC","TN_mgL","ISCO","2.0",2021-09-01,"flood",2,1.865
"652","19",2021-09-01 02:48:00,"CC","ions_uM","ISCO","2.0",2021-09-01,"flood",4,1
"653","192",2021-08-14 00:31:00,"RC","DOC_mgL","ISCO","8.0",2021-08-14,"flood",2,13.61
"654","192",2021-08-14 00:31:00,"RC","SRP_ugL","ISCO","8.0",2021-08-14,"flood",1,474
"655","192",2021-08-14 00:31:00,"RC","TC_mgL","ISCO","8.0",2021-08-14,"flood",2,28.26
"656","192",2021-08-14 00:31:00,"RC","TDP_mgL","ISCO","8.0",2021-08-14,"flood",1,0.656
"657","192",2021-08-14 00:31:00,"RC","TN_mgL","ISCO","8.0",2021-08-14,"flood",1,13.62842
"658","192",2021-08-14 00:31:00,"RC","ions_uM","ISCO","8.0",2021-08-14,"flood",4,1
"659","1931",2022-07-28 15:12:00,"MW","TOC_mgL","GRAB",NA,2022-07-28,"flood",2,22.23
"660","1932",2022-07-28 14:45:00,"SS","TOC_mgL","GRAB",NA,2022-07-28,"flood",2,24.765
"661","199",2021-08-14 04:01:00,"RC","DOC_mgL","ISCO","15.0",2021-08-14,"flood",2,12.23
"662","199",2021-08-14 04:01:00,"RC","SRP_ugL","ISCO","15.0",2021-08-14,"flood",1,429
"663","199",2021-08-14 04:01:00,"RC","TC_mgL","ISCO","15.0",2021-08-14,"flood",2,31.75
"664","199",2021-08-14 04:01:00,"RC","TDP_mgL","ISCO","15.0",2021-08-14,"flood",1,0.494
"665","199",2021-08-14 04:01:00,"RC","TN_mgL","ISCO","15.0",2021-08-14,"flood",1,15.29086
"666","199",2021-08-14 04:01:00,"RC","ions_uM","ISCO","15.0",2021-08-14,"flood",4,1
"667","2",2021-09-01 02:14:00,"RC","TC_mgL","ISCO","2.0",2021-09-01,"flood",2,NA
"668","20",2021-09-01 03:03:00,"CC","TC_mgL","ISCO","3.0",2021-09-01,"flood",2,NA
"669","200",2021-08-14 13:22:00,"MW","DOC_mgL","GRAB",NA,2021-08-14,"flood",2,9.572
"670","200",2021-08-14 13:22:00,"MW","SRP_ugL","GRAB",NA,2021-08-14,"flood",2,308
"671","200",2021-08-14 13:22:00,"MW","TC_mgL","GRAB",NA,2021-08-14,"flood",2,33.055
"672","200",2021-08-14 13:22:00,"MW","TDP_mgL","GRAB",NA,2021-08-14,"flood",1,0.1
"673","200",2021-08-14 13:22:00,"MW","TN_mgL","GRAB",NA,2021-08-14,"flood",1,9.5
"674","200",2021-08-14 13:22:00,"MW","ions_uM","GRAB",NA,2021-08-14,"flood",4,1
"675","201",2021-08-12 08:56:00,"CC","DOC_mgL","ISCO","1.0",2021-08-12,"flood",2,NA
"676","201",2021-08-12 08:56:00,"CC","SRP_ugL","ISCO","1.0",2021-08-12,"flood",2,288.5
"677","201",2021-08-12 08:56:00,"CC","TC_mgL","ISCO","1.0",2021-08-12,"flood",2,29.645
"678","201",2021-08-12 08:56:00,"CC","TDP_mgL","ISCO","1.0",2021-08-12,"flood",2,0.00465
"679","201",2021-08-12 08:56:00,"CC","TN_mgL","ISCO","1.0",2021-08-12,"flood",2,0.004
"680","201",2021-08-12 08:56:00,"CC","ions_uM","ISCO","1.0",2021-08-12,"flood",4,1
"681","21",2021-09-01 03:18:00,"CC","TC_mgL","ISCO","4.0",2021-09-01,"flood",2,NA
"682","212",2021-08-12 11:40:00,"CC","DOC_mgL","ISCO","12.0",2021-08-12,"flood",2,5.817
"683","212",2021-08-12 11:40:00,"CC","SRP_ugL","ISCO","12.0",2021-08-12,"flood",2,371.5
"684","212",2021-08-12 11:40:00,"CC","TC_mgL","ISCO","12.0",2021-08-12,"flood",2,26.73
"685","212",2021-08-12 11:40:00,"CC","TDP_mgL","ISCO","12.0",2021-08-12,"flood",2,0.00465
"686","212",2021-08-12 11:40:00,"CC","TN_mgL","ISCO","12.0",2021-08-12,"flood",2,0.789
"687","212",2021-08-12 11:40:00,"CC","ions_uM","ISCO","12.0",2021-08-12,"flood",4,1
"688","22",2021-09-01 03:33:00,"CC","TC_mgL","ISCO","5.0",2021-09-01,"flood",2,NA
"689","223",2021-08-12 22:56:00,"CC","DOC_mgL","ISCO","24.0",2021-08-12,"flood",2,NA
"690","223",2021-08-12 22:56:00,"CC","SRP_ugL","ISCO","24.0",2021-08-12,"flood",2,NA
"691","223",2021-08-12 22:56:00,"CC","TC_mgL","ISCO","24.0",2021-08-12,"flood",2,27.19
"692","223",2021-08-12 22:56:00,"CC","ions_uM","ISCO","24.0",2021-08-12,"flood",4,1
"693","224",2021-08-18 11:30:00,"SS","DOC_mgL","GRAB",NA,2021-08-17,"flood",2,NA
"694","224",2021-08-18 11:30:00,"SS","SRP_ugL","GRAB",NA,2021-08-17,"flood",2,192
"695","224",2021-08-18 11:30:00,"SS","TC_mgL","GRAB",NA,2021-08-17,"flood",2,NA
"696","224",2021-08-18 11:30:00,"SS","TDP_mgL","GRAB",NA,2021-08-17,"flood",2,0.00465
"697","224",2021-08-18 11:30:00,"SS","TN_mgL","GRAB",NA,2021-08-17,"flood",2,0.958
"698","224",2021-08-18 11:30:00,"SS","ions_uM","GRAB",NA,2021-08-17,"flood",4,1
"699","225",2021-08-14 09:00:00,"NS","DOC_mgL","GRAB",NA,2021-08-14,"flood",2,8.3815
"700","225",2021-08-14 09:00:00,"NS","SRP_ugL","GRAB",NA,2021-08-14,"flood",2,47.25
"701","225",2021-08-14 09:00:00,"NS","TC_mgL","GRAB",NA,2021-08-14,"flood",2,NA
"702","225",2021-08-14 09:00:00,"NS","TDP_mgL","GRAB",NA,2021-08-14,"flood",1,0.00465
"703","225",2021-08-14 09:00:00,"NS","TN_mgL","GRAB",NA,2021-08-14,"flood",1,2.508
"704","225",2021-08-14 09:00:00,"NS","ions_uM","GRAB",NA,2021-08-14,"baseflow",2,1
"705","225",2021-08-14 09:00:00,"NS","ions_uM","GRAB",NA,2021-08-14,"flood",2,1
"706","226",2021-07-31 09:45:00,"SS","DOC_mgL","GRAB",NA,2021-07-31,"flood",2,27.44
"707","226",2021-07-31 09:45:00,"SS","SRP_ugL","GRAB",NA,2021-07-31,"flood",2,377.5
"708","226",2021-07-31 09:45:00,"SS","TC_mgL","GRAB",NA,2021-07-31,"flood",2,62.21
"709","226",2021-07-31 09:45:00,"SS","TDP_mgL","GRAB",NA,2021-07-31,"flood",2,0.164
"710","226",2021-07-31 09:45:00,"SS","TN_mgL","GRAB",NA,2021-07-31,"flood",2,3.177
"711","226",2021-07-31 09:45:00,"SS","ions_uM","GRAB",NA,2021-07-31,"flood",4,1
"712","227",2021-07-31 01:42:00,"BMW","DOC_mgL","ISCO","1.0",2021-07-31,"flood",2,6.897
"713","227",2021-07-31 01:42:00,"BMW","SRP_ugL","ISCO","1.0",2021-07-31,"flood",2,45.2
"714","227",2021-07-31 01:42:00,"BMW","TC_mgL","ISCO","1.0",2021-07-31,"flood",2,60.45
"715","227",2021-07-31 01:42:00,"BMW","TDP_mgL","ISCO","1.0",2021-07-31,"flood",2,0.00465
"716","227",2021-07-31 01:42:00,"BMW","TN_mgL","ISCO","1.0",2021-07-31,"flood",2,0.819
"717","227",2021-07-31 01:42:00,"BMW","ions_uM","ISCO","1.0",2021-07-31,"flood",4,1
"718","23",2021-09-01 03:48:00,"CC","TC_mgL","ISCO","6.0",2021-09-01,"flood",2,NA
"719","235",2021-07-31 03:42:00,"BMW","DOC_mgL","ISCO","9.0",2021-07-31,"flood",2,41.96
"720","235",2021-07-31 03:42:00,"BMW","SRP_ugL","ISCO","9.0",2021-07-31,"flood",2,234
"721","235",2021-07-31 03:42:00,"BMW","TC_mgL","ISCO","9.0",2021-07-31,"flood",2,110.25
"722","235",2021-07-31 03:42:00,"BMW","TDP_mgL","ISCO","9.0",2021-07-31,"flood",2,0.184
"723","235",2021-07-31 03:42:00,"BMW","TN_mgL","ISCO","9.0",2021-07-31,"flood",2,1.937
"724","235",2021-07-31 03:42:00,"BMW","ions_uM","ISCO","9.0",2021-07-31,"flood",4,1
"725","24",2021-09-01 04:03:00,"CC","TC_mgL","ISCO","7.0",2021-09-01,"flood",2,NA
"726","243.761125541126",2021-07-31 10:42:00,"BMW","DOC_mgL","ISCO","19.0",2021-07-31,"flood",1,25.93
"727","243.761125541126",2021-07-31 10:42:00,"BMW","SRP_ugL","ISCO","19.0",2021-07-31,"flood",1,120
"728","243.761125541126",2021-07-31 10:42:00,"BMW","TC_mgL","ISCO","19.0",2021-07-31,"flood",1,133.5
"729","243.761125541126",2021-07-31 10:42:00,"BMW","TDP_mgL","ISCO","19.0",2021-07-31,"flood",1,0.188
"730","243.761125541126",2021-07-31 10:42:00,"BMW","TN_mgL","ISCO","19.0",2021-07-31,"flood",1,2.374
"731","243.761125541126",2021-07-31 10:42:00,"BMW","ions_uM","ISCO","19.0",2021-07-31,"flood",2,1
"732","244.279567099568",2021-07-31 10:42:00,"BMW","DOC_mgL","ISCO","19.0",2021-07-31,"flood",1,NA
"733","244.279567099568",2021-07-31 10:42:00,"BMW","SRP_ugL","ISCO","19.0",2021-07-31,"flood",1,149
"734","244.279567099568",2021-07-31 10:42:00,"BMW","TC_mgL","ISCO","19.0",2021-07-31,"flood",1,133.2
"735","244.279567099568",2021-07-31 10:42:00,"BMW","ions_uM","ISCO","19.0",2021-07-31,"flood",2,1
"736","244.798008658009",2021-07-26 12:00:00,"BMW","DOC_mgL","GRAB",NA,2021-07-25,"flood",1,NA
"737","244.798008658009",2021-07-26 12:00:00,"BMW","SRP_ugL","GRAB",NA,2021-07-25,"flood",1,NA
"738","244.798008658009",2021-07-26 12:00:00,"BMW","TC_mgL","GRAB",NA,2021-07-25,"flood",1,NA
"739","244.798008658009",2021-07-26 12:00:00,"BMW","ions_uM","GRAB",NA,2021-07-25,"flood",2,1
"740","245.316450216451",2021-07-26 12:00:00,"BMW","DOC_mgL","GRAB",NA,2021-07-25,"flood",1,NA
"741","245.316450216451",2021-07-26 12:00:00,"BMW","SRP_ugL","GRAB",NA,2021-07-25,"flood",1,NA
"742","245.316450216451",2021-07-26 12:00:00,"BMW","TC_mgL","GRAB",NA,2021-07-25,"flood",1,NA
"743","245.316450216451",2021-07-26 12:00:00,"BMW","ions_uM","GRAB",NA,2021-07-25,"flood",2,1
"744","245.834891774893",2021-07-25 16:20:00,"CC","DOC_mgL","ISCO","1.0",2021-07-25,"flood",1,7.319
"745","245.834891774893",2021-07-25 16:20:00,"CC","SRP_ugL","ISCO","1.0",2021-07-25,"flood",1,552
"746","245.834891774893",2021-07-25 16:20:00,"CC","TC_mgL","ISCO","1.0",2021-07-25,"flood",1,23.96
"747","245.834891774893",2021-07-25 16:20:00,"CC","TDP_mgL","ISCO","1.0",2021-07-25,"flood",1,0.146
"748","245.834891774893",2021-07-25 16:20:00,"CC","TN_mgL","ISCO","1.0",2021-07-25,"flood",1,0.972
"749","245.834891774893",2021-07-25 16:20:00,"CC","ions_uM","ISCO","1.0",2021-07-25,"flood",2,1
"750","246",2021-07-25 16:20:00,"CC","SRP_ugL","ISCO","1.0",2021-07-25,"flood",2,451.5
"751","246.353333333334",2021-07-25 16:20:00,"CC","DOC_mgL","ISCO","1.0",2021-07-25,"flood",1,7.331
"752","246.353333333334",2021-07-25 16:20:00,"CC","SRP_ugL","ISCO","1.0",2021-07-25,"flood",1,570
"753","246.353333333334",2021-07-25 16:20:00,"CC","TC_mgL","ISCO","1.0",2021-07-25,"flood",1,29.55
"754","246.353333333334",2021-07-25 16:20:00,"CC","TDP_mgL","ISCO","1.0",2021-07-25,"flood",1,0.348
"755","246.353333333334",2021-07-25 16:20:00,"CC","TN_mgL","ISCO","1.0",2021-07-25,"flood",1,2.38
"756","246.353333333334",2021-07-25 16:20:00,"CC","ions_uM","ISCO","1.0",2021-07-25,"flood",2,1
"757","25",2021-09-01 04:18:00,"CC","DOC_mgL","ISCO","8.0",2021-09-01,"flood",2,5.0065
"758","25",2021-09-01 04:18:00,"CC","SRP_ugL","ISCO","8.0",2021-09-01,"flood",2,243
"759","25",2021-09-01 04:18:00,"CC","TC_mgL","ISCO","8.0",2021-09-01,"flood",2,NA
"760","25",2021-09-01 04:18:00,"CC","TDP_mgL","ISCO","8.0",2021-09-01,"flood",2,0.262
"761","25",2021-09-01 04:18:00,"CC","TN_mgL","ISCO","8.0",2021-09-01,"flood",2,1.515
"762","25",2021-09-01 04:18:00,"CC","ions_uM","ISCO","8.0",2021-09-01,"flood",4,1
"763","256.92780354566",2021-07-25 19:05:00,"CC","ions_uM","ISCO","12.0",2021-07-25,"flood",1,1
"764","257",2021-07-25 19:05:00,"CC","DOC_mgL","ISCO","12.0",2021-07-25,"flood",2,5.0635
"765","257",2021-07-25 19:05:00,"CC","SRP_ugL","ISCO","12.0",2021-07-25,"flood",2,402
"766","257",2021-07-25 19:05:00,"CC","TC_mgL","ISCO","12.0",2021-07-25,"flood",2,21.945
"767","257",2021-07-25 19:05:00,"CC","TDP_mgL","ISCO","12.0",2021-07-25,"flood",2,0.152
"768","257",2021-07-25 19:05:00,"CC","TN_mgL","ISCO","12.0",2021-07-25,"flood",2,2.398
"769","257",2021-07-25 19:05:00,"CC","ions_uM","ISCO","12.0",2021-07-25,"flood",3,1
"770","26",2021-09-01 04:33:00,"CC","TC_mgL","ISCO","9.0",2021-09-01,"flood",2,NA
"771","267.638834162813",2021-07-26 05:20:00,"CC","DOC_mgL","ISCO","23.0",2021-07-25,"flood",1,6.098
"772","267.638834162813",2021-07-26 05:20:00,"CC","SRP_ugL","ISCO","23.0",2021-07-25,"flood",1,317
"773","267.638834162813",2021-07-26 05:20:00,"CC","TC_mgL","ISCO","23.0",2021-07-25,"flood",1,21.52
"774","267.638834162813",2021-07-26 05:20:00,"CC","TDP_mgL","ISCO","23.0",2021-07-25,"flood",1,0.166
"775","267.638834162813",2021-07-26 05:20:00,"CC","TN_mgL","ISCO","23.0",2021-07-25,"flood",1,2.642
"776","267.638834162813",2021-07-26 05:20:00,"CC","ions_uM","ISCO","23.0",2021-07-25,"flood",2,1
"777","268.160800006871",2021-07-26 05:20:00,"CC","DOC_mgL","ISCO","23.0",2021-07-25,"flood",1,6.547
"778","268.160800006871",2021-07-26 05:20:00,"CC","SRP_ugL","ISCO","23.0",2021-07-25,"flood",1,308
"779","268.160800006871",2021-07-26 05:20:00,"CC","TC_mgL","ISCO","23.0",2021-07-25,"flood",1,20.47
"780","268.160800006871",2021-07-26 05:20:00,"CC","TDP_mgL","ISCO","23.0",2021-07-25,"flood",1,0.134
"781","268.160800006871",2021-07-26 05:20:00,"CC","TN_mgL","ISCO","23.0",2021-07-25,"flood",1,2.914
"782","268.160800006871",2021-07-26 05:20:00,"CC","ions_uM","ISCO","23.0",2021-07-25,"flood",2,1
"783","268.682765850929",2021-07-26 06:20:00,"CC","DOC_mgL","ISCO","24.0",2021-07-25,"flood",1,7.755
"784","268.682765850929",2021-07-26 06:20:00,"CC","SRP_ugL","ISCO","24.0",2021-07-25,"flood",1,300
"785","268.682765850929",2021-07-26 06:20:00,"CC","TC_mgL","ISCO","24.0",2021-07-25,"flood",1,20.85
"786","268.682765850929",2021-07-26 06:20:00,"CC","TDP_mgL","ISCO","24.0",2021-07-25,"flood",1,0.138
"787","268.682765850929",2021-07-26 06:20:00,"CC","TN_mgL","ISCO","24.0",2021-07-25,"flood",1,2.874
"788","268.682765850929",2021-07-26 06:20:00,"CC","ions_uM","ISCO","24.0",2021-07-25,"flood",2,1
"789","269.204731694986",2021-07-26 06:20:00,"CC","DOC_mgL","ISCO","24.0",2021-07-25,"flood",1,6.565
"790","269.204731694986",2021-07-26 06:20:00,"CC","SRP_ugL","ISCO","24.0",2021-07-25,"flood",1,335
"791","269.204731694986",2021-07-26 06:20:00,"CC","TC_mgL","ISCO","24.0",2021-07-25,"flood",1,20.85
"792","269.204731694986",2021-07-26 06:20:00,"CC","TDP_mgL","ISCO","24.0",2021-07-25,"flood",1,0.00465
"793","269.204731694986",2021-07-26 06:20:00,"CC","TN_mgL","ISCO","24.0",2021-07-25,"flood",1,2.374
"794","269.204731694986",2021-07-26 06:20:00,"CC","ions_uM","ISCO","24.0",2021-07-25,"flood",2,1
"795","269.726697539044",2021-07-25 16:35:00,"SS","DOC_mgL","ISCO","1.0",2021-07-25,"flood",2,8.9155
"796","269.726697539044",2021-07-25 16:35:00,"SS","SRP_ugL","ISCO","1.0",2021-07-25,"flood",2,419.5
"797","269.726697539044",2021-07-25 16:35:00,"SS","TC_mgL","ISCO","1.0",2021-07-25,"flood",2,28.75
"798","269.726697539044",2021-07-25 16:35:00,"SS","TDP_mgL","ISCO","1.0",2021-07-25,"flood",2,0.144
"799","269.726697539044",2021-07-25 16:35:00,"SS","TN_mgL","ISCO","1.0",2021-07-25,"flood",2,1.066
"800","269.726697539044",2021-07-25 16:35:00,"SS","ions_uM","ISCO","1.0",2021-07-25,"flood",2,1
"801","27",2021-09-01 04:48:00,"CC","TC_mgL","ISCO","10.0",2021-09-01,"flood",2,NA
"802","273.902424291509",2021-07-25 17:35:00,"SS","DOC_mgL","ISCO","5.0",2021-07-25,"flood",1,10.37
"803","273.902424291509",2021-07-25 17:35:00,"SS","SRP_ugL","ISCO","5.0",2021-07-25,"flood",1,635
"804","273.902424291509",2021-07-25 17:35:00,"SS","TC_mgL","ISCO","5.0",2021-07-25,"flood",1,24.28
"805","273.902424291509",2021-07-25 17:35:00,"SS","TDP_mgL","ISCO","5.0",2021-07-25,"flood",1,0.204
"806","273.902424291509",2021-07-25 17:35:00,"SS","TN_mgL","ISCO","5.0",2021-07-25,"flood",1,1.314
"807","273.902424291509",2021-07-25 17:35:00,"SS","ions_uM","ISCO","5.0",2021-07-25,"flood",2,1
"808","274",2021-07-25 17:35:00,"SS","SRP_ugL","ISCO","5.0",2021-07-25,"flood",2,478.5
"809","274.424390135567",2021-07-25 17:35:00,"SS","DOC_mgL","ISCO","5.0",2021-07-25,"flood",1,9.417
"810","274.424390135567",2021-07-25 17:35:00,"SS","SRP_ugL","ISCO","5.0",2021-07-25,"flood",1,636
"811","274.424390135567",2021-07-25 17:35:00,"SS","TC_mgL","ISCO","5.0",2021-07-25,"flood",1,26.02
"812","274.424390135567",2021-07-25 17:35:00,"SS","TDP_mgL","ISCO","5.0",2021-07-25,"flood",1,0.292
