Sample_ID,Measurement_type,Site_abbreviation,Dilution,Event_date_time,Mean_measurement,n
185,DOC_mg/L,RC,1,2021-08-13T22:17:00Z,13.13,1
185,NH4_mg/L,RC,1,2021-08-13T22:17:00Z,0.456,1
185,SRP_ug/L,RC,1,2021-08-13T22:17:00Z,673,1
185,SRP_ug/L,RC,10,2021-08-13T22:17:00Z,486,1
185,TC_mg/L,RC,1,2021-08-13T22:17:00Z,27.35,2
185,TDP_mg/L,RC,1,2021-08-13T22:17:00Z,0.596,1
185,TN_mg/L,RC,1,2021-08-13T22:17:00Z,2.6550000000000002,2
192,DOC_mg/L,RC,1,2021-08-14T00:31:00Z,13.61,1
192,NH4_mg/L,RC,1,2021-08-14T00:31:00Z,0.0901,1
192,SRP_ug/L,RC,1,2021-08-14T00:31:00Z,631,1
192,SRP_ug/L,RC,10,2021-08-14T00:31:00Z,474,1
192,TC_mg/L,RC,1,2021-08-14T00:31:00Z,28.259999999999998,2
192,TDP_mg/L,RC,1,2021-08-14T00:31:00Z,0.656,1
192,TN_mg/L,RC,1,2021-08-14T00:31:00Z,2.817,1
192,TN_mg/L,RC,2.99,2021-08-14T00:31:00Z,13.62842,1
199,DOC_mg/L,RC,1,2021-08-14T04:01:00Z,12.23,1
199,NH4_mg/L,RC,1,2021-08-14T04:01:00Z,0.0387,1
199,SRP_ug/L,RC,1,2021-08-14T04:01:00Z,429,1
199,TC_mg/L,RC,1,2021-08-14T04:01:00Z,31.75,2
199,TDP_mg/L,RC,1,2021-08-14T04:01:00Z,0.494,1
199,TN_mg/L,RC,1,2021-08-14T04:01:00Z,5.216,1
199,TN_mg/L,RC,2.99,2021-08-14T04:01:00Z,15.29086,1
200,DOC_mg/L,MW,1,2021-08-14T13:22:00Z,9.572,2
200,NH4_mg/L,MW,1,2021-08-14T13:22:00Z,0.0996,2
200,SRP_ug/L,MW,1,2021-08-14T13:22:00Z,308,2
200,TC_mg/L,MW,1,2021-08-14T13:22:00Z,33.055,2
200,TDP_mg/L,MW,1,2021-08-14T13:22:00Z,0.1,1
200,TN_mg/L,MW,1,2021-08-14T13:22:00Z,0.958,1
200,TN_mg/L,MW,2,2021-08-14T13:22:00Z,9.5,1
201,NH4_mg/L,CC,1,2021-08-12T08:56:00Z,0.0043950000000000005,2
201,SRP_ug/L,CC,1,2021-08-12T08:56:00Z,288.5,2
201,TC_mg/L,CC,1,2021-08-12T08:56:00Z,29.645000000000003,2
201,TDP_mg/L,CC,1,2021-08-12T08:56:00Z,0.076,2
201,TN_mg/L,CC,1,2021-08-12T08:56:00Z,0.178,2
212,DOC_mg/L,CC,1,2021-08-12T11:40:00Z,5.817,2
212,NH4_mg/L,CC,1,2021-08-12T11:40:00Z,0.0297,2
212,SRP_ug/L,CC,1,2021-08-12T11:40:00Z,371.5,2
212,TC_mg/L,CC,1,2021-08-12T11:40:00Z,26.73,2
212,TDP_mg/L,CC,1,2021-08-12T11:40:00Z,0.099,2
212,TN_mg/L,CC,1,2021-08-12T11:40:00Z,0.7889999999999999,2
223,TC_mg/L,CC,1,2021-08-12T22:56:00Z,27.19,1
224,NH4_mg/L,SS,1,2021-08-18T11:30:00Z,0.10185,2
224,SRP_ug/L,SS,1,2021-08-18T11:30:00Z,192,2
224,TDP_mg/L,SS,1,2021-08-18T11:30:00Z,0.07400000000000001,2
224,TN_mg/L,SS,1,2021-08-18T11:30:00Z,0.958,2
225,DOC_mg/L,NS,1,2021-08-14T09:00:00Z,8.381499999999999,2
225,NH4_mg/L,NS,1,2021-08-14T09:00:00Z,0.07547333333333334,3
225,SRP_ug/L,NS,1,2021-08-14T09:00:00Z,47.25,2
225,TDP_mg/L,NS,1,2021-08-14T09:00:00Z,0.096,1
225,TN_mg/L,NS,1,2021-08-14T09:00:00Z,1.686,1
225,TN_mg/L,NS,2,2021-08-14T09:00:00Z,2.508,1
226,DOC_mg/L,SS,1,2021-07-31T09:45:00Z,27.439999999999998,2
226,NH4_mg/L,SS,1,2021-07-31T09:45:00Z,0.198,2
226,SRP_ug/L,SS,1,2021-07-31T09:45:00Z,377.5,2
226,TC_mg/L,SS,1,2021-07-31T09:45:00Z,62.21,2
226,TDP_mg/L,SS,1,2021-07-31T09:45:00Z,0.164,2
226,TN_mg/L,SS,1,2021-07-31T09:45:00Z,3.177,2
227,DOC_mg/L,BMW,1,2021-07-31T01:42:00Z,6.897,2
227,NH4_mg/L,BMW,1,2021-07-31T01:42:00Z,0.031,2
227,SRP_ug/L,BMW,1,2021-07-31T01:42:00Z,45.2,2
227,TC_mg/L,BMW,1,2021-07-31T01:42:00Z,60.45,2
227,TDP_mg/L,BMW,1,2021-07-31T01:42:00Z,0.044,2
227,TN_mg/L,BMW,1,2021-07-31T01:42:00Z,0.819,2
235,DOC_mg/L,BMW,1,2021-07-31T03:42:00Z,41.96,2
235,NH4_mg/L,BMW,1,2021-07-31T03:42:00Z,0.6145,2
235,SRP_ug/L,BMW,1,2021-07-31T03:42:00Z,234,2
235,TC_mg/L,BMW,1,2021-07-31T03:42:00Z,110.25,2
235,TDP_mg/L,BMW,1,2021-07-31T03:42:00Z,0.184,2
235,TN_mg/L,BMW,1,2021-07-31T03:42:00Z,1.9369999999999998,2
243.761125541126,DOC_mg/L,BMW,1,2021-07-31T10:42:00Z,25.93,1
243.761125541126,NH4_mg/L,BMW,1,2021-07-31T10:42:00Z,0.283,1
243.761125541126,SRP_ug/L,BMW,1,2021-07-31T10:42:00Z,120,1
243.761125541126,TC_mg/L,BMW,1,2021-07-31T10:42:00Z,133.5,1
243.761125541126,TDP_mg/L,BMW,1,2021-07-31T10:42:00Z,0.188,1
243.761125541126,TN_mg/L,BMW,1,2021-07-31T10:42:00Z,2.374,1
244.279567099568,NH4_mg/L,BMW,1,2021-07-31T10:42:00Z,0.291,1
244.279567099568,SRP_ug/L,BMW,1,2021-07-31T10:42:00Z,149,1
244.279567099568,TC_mg/L,BMW,1,2021-07-31T10:42:00Z,133.2,1
245.834891774893,DOC_mg/L,CC,1,2021-07-25T16:20:00Z,7.319,1
245.834891774893,NH4_mg/L,CC,1,2021-07-25T16:20:00Z,0.131,1
245.834891774893,SRP_ug/L,CC,1,2021-07-25T16:20:00Z,552,1
245.834891774893,TC_mg/L,CC,1,2021-07-25T16:20:00Z,23.96,1
245.834891774893,TDP_mg/L,CC,1,2021-07-25T16:20:00Z,0.146,1
245.834891774893,TN_mg/L,CC,1,2021-07-25T16:20:00Z,0.972,1
246,SRP_ug/L,CC,10,2021-07-25T16:20:00Z,451.5,2
246.353333333334,DOC_mg/L,CC,1,2021-07-25T16:20:00Z,7.331,1
246.353333333334,NH4_mg/L,CC,1,2021-07-25T16:20:00Z,0.131,1
246.353333333334,SRP_ug/L,CC,1,2021-07-25T16:20:00Z,570,1
246.353333333334,TC_mg/L,CC,1,2021-07-25T16:20:00Z,29.55,1
246.353333333334,TDP_mg/L,CC,1,2021-07-25T16:20:00Z,0.348,1
246.353333333334,TN_mg/L,CC,1,2021-07-25T16:20:00Z,2.38,1
257,DOC_mg/L,CC,1,2021-07-25T19:05:00Z,5.0634999999999994,2
257,NH4_mg/L,CC,1,2021-07-25T19:05:00Z,0.04955,2
257,SRP_ug/L,CC,1,2021-07-25T19:05:00Z,402,2
257,TC_mg/L,CC,1,2021-07-25T19:05:00Z,21.945,2
257,TDP_mg/L,CC,1,2021-07-25T19:05:00Z,0.152,2
257,TN_mg/L,CC,1,2021-07-25T19:05:00Z,2.3979999999999997,2
267.638834162813,DOC_mg/L,CC,1,2021-07-26T05:20:00Z,6.098,1
267.638834162813,NH4_mg/L,CC,1,2021-07-26T05:20:00Z,0.0665,1
267.638834162813,SRP_ug/L,CC,1,2021-07-26T05:20:00Z,317,1
267.638834162813,TC_mg/L,CC,1,2021-07-26T05:20:00Z,21.52,1
267.638834162813,TDP_mg/L,CC,1,2021-07-26T05:20:00Z,0.166,1
267.638834162813,TN_mg/L,CC,1,2021-07-26T05:20:00Z,2.642,1
268.160800006871,DOC_mg/L,CC,1,2021-07-26T05:20:00Z,6.547,1
268.160800006871,NH4_mg/L,CC,1,2021-07-26T05:20:00Z,0.0707,1
268.160800006871,SRP_ug/L,CC,1,2021-07-26T05:20:00Z,308,1
268.160800006871,TC_mg/L,CC,1,2021-07-26T05:20:00Z,20.47,1
268.160800006871,TDP_mg/L,CC,1,2021-07-26T05:20:00Z,0.134,1
268.160800006871,TN_mg/L,CC,1,2021-07-26T05:20:00Z,2.914,1
268.682765850929,DOC_mg/L,CC,1,2021-07-26T06:20:00Z,7.755,1
268.682765850929,NH4_mg/L,CC,1,2021-07-26T06:20:00Z,0.102,1
268.682765850929,SRP_ug/L,CC,1,2021-07-26T06:20:00Z,300,1
268.682765850929,TC_mg/L,CC,1,2021-07-26T06:20:00Z,20.85,1
268.682765850929,TDP_mg/L,CC,1,2021-07-26T06:20:00Z,0.138,1
268.682765850929,TN_mg/L,CC,1,2021-07-26T06:20:00Z,2.874,1
269.204731694986,DOC_mg/L,CC,1,2021-07-26T06:20:00Z,6.565,1
269.204731694986,NH4_mg/L,CC,1,2021-07-26T06:20:00Z,0.0996,1
269.204731694986,SRP_ug/L,CC,1,2021-07-26T06:20:00Z,335,1
269.204731694986,TC_mg/L,CC,1,2021-07-26T06:20:00Z,20.85,1
269.204731694986,TDP_mg/L,CC,1,2021-07-26T06:20:00Z,0.094,1
269.204731694986,TN_mg/L,CC,1,2021-07-26T06:20:00Z,2.374,1
269.726697539044,DOC_mg/L,SS,1,2021-07-25T16:35:00Z,8.9155,2
269.726697539044,NH4_mg/L,SS,1,2021-07-25T16:35:00Z,0.09615,2
269.726697539044,SRP_ug/L,SS,1,2021-07-25T16:35:00Z,419.5,2
269.726697539044,TC_mg/L,SS,1,2021-07-25T16:35:00Z,28.75,2
269.726697539044,TDP_mg/L,SS,1,2021-07-25T16:35:00Z,0.14400000000000002,2
269.726697539044,TN_mg/L,SS,1,2021-07-25T16:35:00Z,1.066,2
273.902424291509,DOC_mg/L,SS,1,2021-07-25T17:35:00Z,10.37,1
273.902424291509,NH4_mg/L,SS,1,2021-07-25T17:35:00Z,0.17,1
273.902424291509,SRP_ug/L,SS,1,2021-07-25T17:35:00Z,635,1
273.902424291509,TC_mg/L,SS,1,2021-07-25T17:35:00Z,24.28,1
273.902424291509,TDP_mg/L,SS,1,2021-07-25T17:35:00Z,0.204,1
273.902424291509,TN_mg/L,SS,1,2021-07-25T17:35:00Z,1.314,1
274,SRP_ug/L,SS,10,2021-07-25T17:35:00Z,478.5,2
274.424390135567,DOC_mg/L,SS,1,2021-07-25T17:35:00Z,9.417,1
274.424390135567,NH4_mg/L,SS,1,2021-07-25T17:35:00Z,0.179,1
274.424390135567,SRP_ug/L,SS,1,2021-07-25T17:35:00Z,636,1
274.424390135567,TC_mg/L,SS,1,2021-07-25T17:35:00Z,26.02,1
274.424390135567,TDP_mg/L,SS,1,2021-07-25T17:35:00Z,0.292,1
274.424390135567,TN_mg/L,SS,1,2021-07-25T17:35:00Z,2,1
279,DOC_mg/L,SS,1,2021-07-25T18:50:00Z,9.081,2
279,NH4_mg/L,SS,1,2021-07-25T18:50:00Z,0.08645,2
279,SRP_ug/L,SS,1,2021-07-25T18:50:00Z,605.5,2
279,SRP_ug/L,SS,10,2021-07-25T18:50:00Z,465.5,2
279,TC_mg/L,SS,1,2021-07-25T18:50:00Z,21.935,2
279,TDP_mg/L,SS,1,2021-07-25T18:50:00Z,0.172,2
279,TN_mg/L,SS,1,2021-07-25T18:50:00Z,0.989,2
280,DOC_mg/L,RC,1,2021-07-25T13:25:00Z,10.39,1
280,NH4_mg/L,RC,1,2021-07-25T13:25:00Z,0.0406,1
280,SRP_ug/L,RC,1,2021-07-25T13:25:00Z,246,1
281,DOC_mg/L,RC,1,2021-07-25T13:39:00Z,13.809999999999999,2
281,TN_mg/L,RC,1,2021-07-25T13:39:00Z,0.5713,2
282,DOC_mg/L,RC,1,2021-07-25T13:54:00Z,13.79,2
282,TN_mg/L,RC,1,2021-07-25T13:54:00Z,0.76105,2
283,DOC_mg/L,RC,1,2021-07-25T14:09:00Z,10.75,2
283,TN_mg/L,RC,1,2021-07-25T14:09:00Z,0.953,2
284,DOC_mg/L,RC,1,2021-07-25T14:24:00Z,10.185,2
284,TN_mg/L,RC,1,2021-07-25T14:24:00Z,1.1684999999999999,2
285,DOC_mg/L,RC,1,2021-07-25T14:39:00Z,10.05,2
285,TN_mg/L,RC,1,2021-07-25T14:39:00Z,1.596,2
286,DOC_mg/L,RC,1,2021-07-25T14:54:00Z,9.807500000000001,2
286,TN_mg/L,RC,1,2021-07-25T14:54:00Z,1.3775,2
287,DOC_mg/L,RC,1,2021-07-25T15:09:00Z,9.5405,2
287,TN_mg/L,RC,1,2021-07-25T15:09:00Z,1.3955000000000002,2
288,DOC_mg/L,RC,1,2021-07-25T15:24:00Z,7.867000000000001,2
288,TN_mg/L,RC,1,2021-07-25T15:24:00Z,1.354,2
291,DOC_mg/L,RC,1,2021-07-25T16:09:00Z,5.9785,2
291,NH4_mg/L,RC,1,2021-07-25T16:09:00Z,0.027450000000000002,2
291,SRP_ug/L,RC,1,2021-07-25T16:09:00Z,564.5,2
291,SRP_ug/L,RC,10,2021-07-25T16:09:00Z,506,1
291,TC_mg/L,RC,1,2021-07-25T16:09:00Z,18.82,2
291,TDP_mg/L,RC,1,2021-07-25T16:09:00Z,0.176,1
291,TN_mg/L,RC,1,2021-07-25T16:09:00Z,0.464,1
303,DOC_mg/L,RC,1,2021-07-26T04:09:00Z,7.042,2
303,NH4_mg/L,RC,1,2021-07-26T04:09:00Z,0.161,2
303,SRP_ug/L,RC,1,2021-07-26T04:09:00Z,763.5,2
303,SRP_ug/L,RC,10,2021-07-26T04:09:00Z,531.5,2
303,TC_mg/L,RC,1,2021-07-26T04:09:00Z,25.985,2
303,TDP_mg/L,RC,1,2021-07-26T04:09:00Z,0.24,2
303,TN_mg/L,RC,1,2021-07-26T04:09:00Z,1.899,2
304,DOC_mg/L,MW,1,2021-07-25T15:21:00Z,121.44999999999999,2
304,TN_mg/L,MW,1,2021-07-25T15:21:00Z,1.148,1
316,DOC_mg/L,MW,1,2021-07-25T18:13:00Z,7.558,2
316,NH4_mg/L,MW,1,2021-07-25T18:13:00Z,0.07419999999999999,2
316,SRP_ug/L,MW,1,2021-07-25T18:13:00Z,550,2
316,SRP_ug/L,MW,10,2021-07-25T18:13:00Z,436.5,2
316,TC_mg/L,MW,1,2021-07-25T18:13:00Z,26.1,2
316,TDP_mg/L,MW,1,2021-07-25T18:13:00Z,0.14200000000000002,2
316,TN_mg/L,MW,1,2021-07-25T18:13:00Z,0.444,2
320,DOC_mg/L,MW,1,2021-07-26T05:13:00Z,9.172,1
321,TC_mg/L,CC,1,2021-08-19T00:07:00Z,22.585,2
323,TC_mg/L,RC,1,2021-07-22T22:10:00Z,50.425,2
328,TC_mg/L,RC,1,2021-07-23T00:54:00Z,36.54,2
334,TC_mg/L,RC,1,2021-07-24T08:09:00Z,18.564999999999998,2
335,DOC_mg/L,RC,1,2021-07-24T09:15:00Z,12.99,1
335,TC_mg/L,RC,1,2021-07-24T09:15:00Z,23.545,2
335,TDP_mg/L,RC,1,2021-07-24T09:15:00Z,0.06,1
335,TN_mg/L,RC,1,2021-07-24T09:15:00Z,0.352,1
336,TC_mg/L,RC,1,2021-07-25T17:56:00Z,19.355,2
337,DOC_mg/L,RV,1,2021-07-14T08:36:00Z,26.725,2
337,NH4_mg/L,RV,1,2021-07-14T08:36:00Z,1.595,2
337,SRP_ug/L,RV,1,2021-07-14T08:36:00Z,939,2
337,SRP_ug/L,RV,10,2021-07-14T08:36:00Z,599,2
337,TC_mg/L,RV,1,2021-07-14T08:36:00Z,29.729999999999997,2
337,TDP_mg/L,RV,1,2021-07-14T08:36:00Z,0.134,2
337,TN_mg/L,RV,1,2021-07-14T08:36:00Z,1.7970000000000002,2
338,DOC_mg/L,RV,1,2021-07-23T15:30:00Z,14.39,2
338,NH4_mg/L,RV,1,2021-07-23T15:30:00Z,0.5745,2
338,SRP_ug/L,RV,1,2021-07-23T15:30:00Z,852,2
338,SRP_ug/L,RV,10,2021-07-23T15:30:00Z,557.5,2
338,TC_mg/L,RV,1,2021-07-23T15:30:00Z,34.795,2
338,TDP_mg/L,RV,1,2021-07-23T15:30:00Z,0.276,2
338,TN_mg/L,RV,1,2021-07-23T15:30:00Z,1.917,2
339,DOC_mg/L,RV,1,2021-07-24T10:00:00Z,12.61,2
339,NH4_mg/L,RV,1,2021-07-24T10:00:00Z,0.1375,2
339,SRP_ug/L,RV,1,2021-07-24T10:00:00Z,280.5,2
339,TC_mg/L,RV,1,2021-07-24T10:00:00Z,31.695,2
339,TDP_mg/L,RV,1,2021-07-24T10:00:00Z,0.036000000000000004,2
339,TN_mg/L,RV,1,2021-07-24T10:00:00Z,0.44499999999999995,2
340,DOC_mg/L,RV,1,2021-07-25T15:20:00Z,10.274999999999999,2
340,NH4_mg/L,RV,1,2021-07-25T15:20:00Z,0.09075,2
340,SRP_ug/L,RV,1,2021-07-25T15:20:00Z,638.5,2
340,SRP_ug/L,RV,10,2021-07-25T15:20:00Z,482.5,2
340,TC_mg/L,RV,1,2021-07-25T15:20:00Z,23.775,2
340,TDP_mg/L,RV,1,2021-07-25T15:20:00Z,0.11800000000000001,2
340,TN_mg/L,RV,1,2021-07-25T15:20:00Z,0.841,2
341,DOC_mg/L,BMW,1,2021-07-24T12:05:00Z,11.15,2
341,NH4_mg/L,BMW,1,2021-07-24T12:05:00Z,0.0422,2
341,SRP_ug/L,BMW,1,2021-07-24T12:05:00Z,289,2
341,TC_mg/L,BMW,1,2021-07-24T12:05:00Z,24.494999999999997,2
341,TDP_mg/L,BMW,1,2021-07-24T12:05:00Z,0.088,2
341,TN_mg/L,BMW,1,2021-07-24T12:05:00Z,0.94,2
342,DOC_mg/L,CC,1,2021-07-25T16:30:00Z,8.462,2
342,NH4_mg/L,CC,1,2021-07-25T16:30:00Z,0.1975,2
342,SRP_ug/L,CC,1,2021-07-25T16:30:00Z,440.5,2
342,SRP_ug/L,CC,10,2021-07-25T16:30:00Z,406,1
342,TC_mg/L,CC,1,2021-07-25T16:30:00Z,19.61,2
342,TDP_mg/L,CC,1,2021-07-25T16:30:00Z,0.157,2
342,TN_mg/L,CC,1,2021-07-25T16:30:00Z,1.9569999999999999,2
343,NH4_mg/L,MW,1,2021-07-23T02:06:00Z,0.0504,2
343,SRP_ug/L,MW,1,2021-07-23T02:06:00Z,487,2
343,SRP_ug/L,MW,10,2021-07-23T02:06:00Z,401,2
343,TDP_mg/L,MW,1,2021-07-23T02:06:00Z,0.516,2
343,TN_mg/L,MW,1,2021-07-23T02:06:00Z,0.734,2
344,DOC_mg/L,MW,1,2021-07-24T13:30:00Z,10.515,2
344,NH4_mg/L,MW,1,2021-07-24T13:30:00Z,0.0337,2
344,SRP_ug/L,MW,1,2021-07-24T13:30:00Z,525.5,2
344,SRP_ug/L,MW,10,2021-07-24T13:30:00Z,428.5,2
344,TC_mg/L,MW,1,2021-07-24T13:30:00Z,25.064999999999998,2
344,TDP_mg/L,MW,1,2021-07-24T13:30:00Z,0.28700000000000003,2
344,TN_mg/L,MW,1,2021-07-24T13:30:00Z,1.774,2
345,DOC_mg/L,MW,1,2021-07-25T17:30:00Z,6.7625,2
345,NH4_mg/L,MW,1,2021-07-25T17:30:00Z,0.1095,2
345,SRP_ug/L,MW,1,2021-07-25T17:30:00Z,448.5,2
345,SRP_ug/L,MW,10,2021-07-25T17:30:00Z,403,1
345,TC_mg/L,MW,1,2021-07-25T17:30:00Z,21.415,2
345,TDP_mg/L,MW,1,2021-07-25T17:30:00Z,0.192,2
345,TN_mg/L,MW,1,2021-07-25T17:30:00Z,1.468,2
346,DOC_mg/L,SS,1,2021-07-25T17:08:00Z,8.619,2
346,NH4_mg/L,SS,1,2021-07-25T17:08:00Z,0.0624,2
346,SRP_ug/L,SS,1,2021-07-25T17:08:00Z,563.5,2
346,SRP_ug/L,SS,10,2021-07-25T17:08:00Z,448.5,2
346,TC_mg/L,SS,1,2021-07-25T17:08:00Z,25.945,2
346,TDP_mg/L,SS,1,2021-07-25T17:08:00Z,0.28800000000000003,2
346,TN_mg/L,SS,1,2021-07-25T17:08:00Z,1.467,2
347,DOC_mg/L,SS,1,2021-07-24T10:56:00Z,12.100000000000001,2
347,NH4_mg/L,SS,1,2021-07-24T10:56:00Z,0.1315,2
347,SRP_ug/L,SS,1,2021-07-24T10:56:00Z,323.5,2
347,TC_mg/L,SS,1,2021-07-24T10:56:00Z,29.935000000000002,2
347,TDP_mg/L,SS,1,2021-07-24T10:56:00Z,0.20500000000000002,2
347,TN_mg/L,SS,1,2021-07-24T10:56:00Z,1.904,2
348,DOC_mg/L,SS,1,2021-07-23T18:56:00Z,15.600000000000001,2
348,NH4_mg/L,SS,1,2021-07-23T18:56:00Z,0.338,2
348,SRP_ug/L,SS,1,2021-07-23T18:56:00Z,738.5,2
348,SRP_ug/L,SS,10,2021-07-23T18:56:00Z,517,2
348,TC_mg/L,SS,1,2021-07-23T18:56:00Z,33.785,2
348,TDP_mg/L,SS,1,2021-07-23T18:56:00Z,0.206,2
348,TN_mg/L,SS,1,2021-07-23T18:56:00Z,1.169,2
349,DOC_mg/L,SS,1,2021-07-23T22:05:00Z,11.594999999999999,2
349,NH4_mg/L,SS,1,2021-07-23T22:05:00Z,0.149,2
349,SRP_ug/L,SS,1,2021-07-23T22:05:00Z,505,2
349,SRP_ug/L,SS,10,2021-07-23T22:05:00Z,414,2
349,TC_mg/L,SS,1,2021-07-23T22:05:00Z,26.965,2
349,TDP_mg/L,SS,1,2021-07-23T22:05:00Z,0.41900000000000004,2
349,TN_mg/L,SS,1,2021-07-23T22:05:00Z,0.979,2
350,DOC_mg/L,BMW,1,2021-06-02T00:00:00Z,39.995,2
350,NH4_mg/L,BMW,1,2021-06-02T00:00:00Z,0.9055,2
350,SRP_ug/L,BMW,1,2021-06-02T00:00:00Z,2600,2
350,SRP_ug/L,BMW,10,2021-06-02T00:00:00Z,932.5,2
350,TC_mg/L,BMW,1,2021-06-02T00:00:00Z,60.545,2
350,TDP_mg/L,BMW,1,2021-06-02T00:00:00Z,0.396,2
350,TN_mg/L,BMW,1,2021-06-02T00:00:00Z,3.0700000000000003,2
354,DOC_mg/L,SS,1,2021-10-12T14:30:00Z,2.309,1
354,NH4_mg/L,SS,1,2021-10-12T14:30:00Z,0.0555,1
354,SRP_ug/L,SS,1,2021-10-12T14:30:00Z,14.4,1
354,TC_mg/L,SS,1,2021-10-12T14:30:00Z,48.37,1
354,TDP_mg/L,SS,1,2021-10-12T14:30:00Z,0.014,1
354,TN_mg/L,SS,1,2021-10-12T14:30:00Z,0.12,2
355,TC_mg/L,RC,1,2021-08-12T08:03:00Z,33.975,2
357,DOC_mg/L,CC,1,2021-08-13T21:35:00Z,9.292,1
357,DOC_mg/L,RC,1,2021-08-12T08:03:00Z,16.28,2
357,NH4_mg/L,CC,1,2021-08-13T21:35:00Z,0.054,1
357,SRP_ug/L,CC,1,2021-08-13T21:35:00Z,321,1
357,TN_mg/L,CC,1,2021-08-13T21:35:00Z,3.811,1
358,DOC_mg/L,CC,1,2021-08-13T21:50:00Z,10.07,1
358,NH4_mg/L,CC,1,2021-08-13T21:50:00Z,0.0308,1
358,SRP_ug/L,CC,1,2021-08-13T21:50:00Z,250,1
358,TN_mg/L,CC,1,2021-08-13T21:50:00Z,3.982,1
359,DOC_mg/L,CC,1,2021-08-13T22:35:00Z,11.94,1
359,NH4_mg/L,CC,1,2021-08-13T22:35:00Z,0.263,1
359,SRP_ug/L,CC,1,2021-08-13T22:35:00Z,629,1
359,SRP_ug/L,CC,10,2021-08-13T22:35:00Z,542,1
359,TN_mg/L,CC,1,2021-08-13T22:35:00Z,2.526,1
360,DOC_mg/L,CC,1,2021-08-13T22:50:00Z,10.79,1
360,NH4_mg/L,CC,1,2021-08-13T22:50:00Z,0.097,1
360,SRP_ug/L,CC,1,2021-08-13T22:50:00Z,578,1
360,SRP_ug/L,CC,10,2021-08-13T22:50:00Z,504,1
360,TN_mg/L,CC,1,2021-08-13T22:50:00Z,1.789,1
361,DOC_mg/L,CC,1,2021-08-13T23:05:00Z,9.667,1
361,NH4_mg/L,CC,1,2021-08-13T23:05:00Z,0.132,1
361,SRP_ug/L,CC,1,2021-08-13T23:05:00Z,528,1
361,SRP_ug/L,CC,10,2021-08-13T23:05:00Z,462,1
361,TN_mg/L,CC,1,2021-08-13T23:05:00Z,3.076,1
362,DOC_mg/L,CC,1,2021-08-13T23:20:00Z,10.66,1
362,NH4_mg/L,CC,1,2021-08-13T23:20:00Z,0.122,1
362,SRP_ug/L,CC,1,2021-08-13T23:20:00Z,388,1
362,TN_mg/L,CC,1,2021-08-13T23:20:00Z,2.457,1
363,DOC_mg/L,CC,1,2021-08-13T23:35:00Z,10.07,1
363,NH4_mg/L,CC,1,2021-08-13T23:35:00Z,0.129,1
363,SRP_ug/L,CC,1,2021-08-13T23:35:00Z,534,1
363,SRP_ug/L,CC,10,2021-08-13T23:35:00Z,472,1
363,TN_mg/L,CC,1,2021-08-13T23:35:00Z,2.912,1
364,DOC_mg/L,CC,1,2021-08-13T23:50:00Z,9.666,1
364,NH4_mg/L,CC,1,2021-08-13T23:50:00Z,0.0784,1
364,SRP_ug/L,CC,1,2021-08-13T23:50:00Z,485,1
364,SRP_ug/L,CC,10,2021-08-13T23:50:00Z,426,1
364,TN_mg/L,CC,1,2021-08-13T23:50:00Z,3.303,1
365,DOC_mg/L,CC,1,2021-08-14T00:50:00Z,8.708,1
365,NH4_mg/L,CC,1,2021-08-13T00:50:00Z,0.0682,1
365,SRP_ug/L,CC,1,2021-08-13T00:50:00Z,487,1
365,SRP_ug/L,CC,10,2021-08-13T00:50:00Z,435,1
365,TN_mg/L,CC,1,2021-08-13T00:50:00Z,3.568,1
366,DOC_mg/L,CC,1,2021-08-14T01:50:00Z,8.907,1
366,NH4_mg/L,CC,1,2021-08-13T01:50:00Z,0.0688,1
366,SRP_ug/L,CC,1,2021-08-13T01:50:00Z,478,1
366,SRP_ug/L,CC,10,2021-08-13T01:50:00Z,457,1
366,TN_mg/L,CC,1,2021-08-13T01:50:00Z,3.571,1
367,DOC_mg/L,CC,1,2021-08-14T04:50:00Z,9,1
367,NH4_mg/L,CC,1,2021-08-13T04:50:00Z,0.0709,1
367,SRP_ug/L,CC,1,2021-08-13T04:50:00Z,357,1
367,TN_mg/L,CC,1,2021-08-13T04:50:00Z,5.187,1
368,DOC_mg/L,CC,1,2021-08-14T08:50:00Z,9.482,1
368,NH4_mg/L,CC,1,2021-08-14T08:50:00Z,0.0455,1
368,SRP_ug/L,CC,1,2021-08-14T08:50:00Z,207,1
368,TN_mg/L,CC,1,2021-08-14T08:50:00Z,3.837,1
369,DOC_mg/L,CC,1,2021-08-14T09:50:00Z,9.695,1
369,NH4_mg/L,CC,1,2021-08-14T09:50:00Z,0.0585,1
369,SRP_ug/L,CC,1,2021-08-14T09:50:00Z,318,1
369,TN_mg/L,CC,1,2021-08-14T09:50:00Z,3.723,1
370,DOC_mg/L,SS,1,2021-08-13T23:00:00Z,10.07,1
370,NH4_mg/L,SS,1,2021-08-13T23:00:00Z,0.185,1
370,SRP_ug/L,SS,1,2021-08-13T23:00:00Z,553,1
370,SRP_ug/L,SS,10,2021-08-13T23:00:00Z,477,1
370,TN_mg/L,SS,1,2021-08-13T23:00:00Z,1.946,1
371,DOC_mg/L,SS,1,2021-08-13T23:15:00Z,9.393,1
371,NH4_mg/L,SS,1,2021-08-13T23:15:00Z,0.212,1
371,SRP_ug/L,SS,1,2021-08-13T23:15:00Z,551,1
